# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 15 mm
# Rotation step angle: 2.3999999999999995°
# sensor pos #1: 5 mm
# sensor pos #2: 50 mm
# sensor pos #3: 85 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]; X2_magn [mT]; Y2_magn [mT]; Z2_magn [mT]; X3_magn [mT]; Y3_magn [mT]; Z3_magn [mT]
151.2;  -51.890000;   -6.876500;  -31.713000;  -56.583000;   -2.091700;  -29.795000;  -57.454000;   14.024000;  -21.242000
153.6;  -52.274000;   12.751000;  -25.952000;  -50.017000;   -2.239200;  -34.984000;  -44.723000;   -6.286600;  -36.180000
156.0;  -37.701000;   -5.620000;  -39.861000;  -43.334000;   -2.362800;  -39.301000;  -46.426000;   11.351000;  -29.940000
158.4;  -40.060000;    9.707900;  -33.479000;  -36.265000;   -2.409900;  -43.089000;  -29.947000;   -4.866500;  -43.094000
160.8;  -21.518000;   -4.020700;  -45.648000;  -28.696000;   -2.455400;  -46.231000;  -33.449000;    7.971200;  -36.432000
163.2;  -26.316000;    6.080600;  -38.900000;  -20.418000;   -2.439400;  -48.686000;  -12.596000;   -3.107800;  -47.491000
165.6;   -3.609300;   -2.125300;  -48.552000;  -11.530000;   -2.374800;  -50.382000;  -18.386000;    4.058600;  -40.849000
168.0;  -10.222000;    2.071000;  -41.980000;   -3.057600;   -2.256000;  -51.230000;    4.926800;   -1.133600;  -48.890000
170.4;   13.872000;   -0.079072;  -48.584000;    5.555400;   -2.091300;  -51.391000;   -2.173600;   -0.022315;  -42.594000
172.8;    5.832200;   -2.089900;  -42.541000;   14.310000;   -1.906500;  -50.793000;   22.941000;    0.970190;  -47.513000
175.2;   31.416000;    2.007900;  -45.655000;   23.000000;   -1.661900;  -49.423000;   13.926000;   -4.058100;  -41.932000
177.6;   22.232000;   -6.008700;  -40.579000;   31.460000;   -1.388600;  -47.166000;   39.290000;    3.041500;  -43.028000
180.0;   46.314000;    4.007500;  -39.897000;   38.896000;   -1.052500;  -44.308000;   29.813000;   -7.767900;  -38.629000
182.4;   36.859000;   -9.468400;  -36.010000;   45.978000;   -0.740740;  -40.719000;   53.286000;    4.930100;  -36.063000
184.8;   59.728000;    5.793500;  -31.567000;   52.781000;   -0.367340;  -36.509000;   43.352000;  -11.040000;  -32.869000
187.2;   49.503000;  -12.374000;  -29.288000;   58.907000;   -0.005512;  -31.626000;   64.894000;    6.573900;  -26.497000
189.6;   68.500000;    7.278500;  -20.779000;   63.926000;    0.413450;  -25.952000;   55.247000;  -13.495000;  -25.043000
192.0;   59.566000;  -14.486000;  -20.290000;   67.213000;    0.818960;  -20.036000;   70.478000;    7.834500;  -15.041000
194.4;   71.375000;    8.269900;   -9.187000;   69.080000;    1.196100;  -13.850000;   62.674000;  -14.976000;  -15.330000
196.8;   64.403000;  -15.382000;  -10.121000;   69.924000;    1.525800;   -7.630900;   71.543000;    8.567500;   -3.344900
199.2;   71.140000;    8.746000;    2.381500;   70.085000;    1.857800;   -1.560800;   65.146000;  -15.581000;   -5.023000
201.6;   65.264000;  -15.507000;    0.188240;   69.654000;    2.172900;    4.686600;   70.002000;    8.801600;    8.394600
204.0;   67.885000;    8.756100;   14.272000;   68.533000;    2.480600;   10.815000;   64.806000;  -15.232000;    5.229500
206.4;   63.525000;  -14.719000;   10.456000;   66.230000;    2.760300;   17.136000;   64.218000;    8.597700;   20.251000
208.8;   58.911000;    8.285600;   25.864000;   62.455000;    3.014600;   23.293000;   61.234000;  -13.885000;   15.628000
211.2;   57.541000;  -12.895000;   20.559000;   57.203000;    3.211000;   28.951000;   52.541000;    7.855800;   30.811000
213.6;   45.431000;    7.278900;   35.252000;   50.698000;    3.365600;   34.115000;   52.336000;  -11.647000;   25.271000
216.0;   46.278000;  -10.286000;   29.258000;   43.973000;    3.458900;   38.445000;   38.378000;    6.601900;   38.961000
218.4;   30.639000;    5.830100;   42.221000;   36.866000;    3.535500;   42.258000;   40.097000;   -8.575500;   32.796000
220.8;   33.487000;   -6.796600;   35.782000;   29.246000;    3.554900;   45.411000;   22.140000;    5.000300;   44.778000
223.2;   13.272000;    4.060900;   46.579000;   20.971000;    3.530300;   47.865000;   26.324000;   -4.941200;   38.188000
225.6;   18.295000;   -2.915400;   40.096000;   12.022000;    3.429100;   49.543000;    4.240300;    3.087800;   47.646000
228.0;   -4.255500;    2.085500;   47.991000;    3.528900;    3.299900;   50.373000;   10.258000;   -0.931550;   41.277000
230.4;    2.175700;    1.130400;   41.818000;   -5.025500;    3.151200;   50.520000;  -13.152000;    1.030700;   47.671000
232.8;  -22.162000;   -0.010366;   46.591000;  -13.802000;    2.933900;   49.949000;   -5.914400;    3.167300;   41.744000
235.2;  -13.903000;    5.130700;   41.078000;  -22.426000;    2.695300;   48.567000;  -30.592000;   -1.031600;   44.785000
237.6;  -38.410000;   -2.077200;   42.198000;  -30.863000;    2.404100;   46.357000;  -22.165000;    7.043300;   39.755000
240.0;  -29.678000;    8.908800;   37.628000;  -38.243000;    2.080700;   43.476000;  -45.402000;   -3.031600;   39.089000
242.4;  -52.330000;   -3.956100;   35.322000;  -45.280000;    1.743500;   39.934000;  -36.611000;   10.533000;   35.115000
244.8;  -43.071000;   12.072000;   32.004000;  -52.058000;    1.407400;   35.725000;  -58.772000;   -4.829500;   30.880000
247.2;  -63.918000;   -5.618200;   25.862000;  -58.139000;    1.032200;   30.917000;  -49.113000;   13.407000;   28.451000
249.6;  -54.761000;   14.575000;   24.198000;  -63.155000;    0.641970;   25.279000;  -67.562000;   -6.295900;   20.177000
252.0;  -69.566000;   -6.860100;   14.469000;  -66.448000;    0.217780;   19.393000;  -59.068000;   15.448000;   19.583000
254.4;  -62.051000;   16.104000;   14.524000;  -68.318000;   -0.138440;   13.204000;  -70.495000;   -7.271600;    8.597500
256.8;  -70.661000;   -7.580800;    2.778000;  -69.174000;   -0.455090;    6.992200;  -63.834000;   16.442000;    9.383200
259.2;  -64.602000;   16.607000;    4.326300;  -69.351000;   -0.773980;    0.946170;  -70.254000;   -7.744000;   -2.928800
261.6;  -69.157000;   -7.839600;   -8.898800;  -68.899000;   -1.120100;   -5.305700;  -64.683000;   16.586000;   -0.867900
264.0;  -64.096000;   16.406000;   -5.919100;  -67.742000;   -1.341200;  -11.404000;  -67.069000;   -7.782000;  -14.747000
266.4;  -63.460000;   -7.616300;  -20.702000;  -65.532000;   -1.651800;  -17.711000;  -62.921000;   15.820000;  -11.049000
268.8;  -60.573000;   15.073000;  -16.201000;  -61.761000;   -1.853500;  -23.825000;  -58.245000;   -7.314900;  -26.334000
271.2;  -51.925000;   -6.866100;  -31.292000;  -56.585000;   -2.063700;  -29.475000;  -56.974000;   14.081000;  -21.083000
273.6;  -51.882000;   12.824000;  -25.744000;  -50.152000;   -2.195500;  -34.636000;  -44.869000;   -6.286600;  -35.727000
276.0;  -37.891000;   -5.633100;  -39.440000;  -43.483000;   -2.307900;  -38.986000;  -46.122000;   11.404000;  -29.723000
278.4;  -39.833000;    9.769500;  -33.241000;  -36.438000;   -2.375500;  -42.789000;  -30.193000;   -4.847400;  -42.705000
280.8;  -21.764000;   -4.005000;  -45.312000;  -28.851000;   -2.391900;  -45.964000;  -33.294000;    7.986900;  -36.205000
283.2;  -26.283000;    6.140700;  -38.641000;  -20.680000;   -2.358000;  -48.408000;  -12.998000;   -3.092800;  -47.161000
285.6;   -4.029000;   -2.103700;  -48.279000;  -11.821000;   -2.308300;  -50.160000;  -18.340000;    4.114300;  -40.575000
288.0;  -10.244000;    2.126600;  -41.706000;   -3.350900;   -2.191000;  -51.018000;    4.469000;   -1.114100;  -48.681000
290.4;   13.323000;   -0.083927;  -48.400000;    5.198800;   -2.053300;  -51.217000;   -2.300800;    0.069169;  -42.345000
292.8;    5.704600;   -1.982700;  -42.313000;   13.963000;   -1.838200;  -50.670000;   22.389000;    0.976540;  -47.367000
295.2;   30.839000;    2.026900;  -45.581000;   22.619000;   -1.629800;  -49.336000;   13.727000;   -3.961400;  -41.652000
297.6;   21.959000;   -5.934800;  -40.310000;   31.085000;   -1.362800;  -47.141000;   38.716000;    3.056000;  -43.017000
300.0;   45.783000;    4.034300;  -39.930000;   38.619000;   -1.039800;  -44.326000;   29.459000;   -7.682000;  -38.380000
302.4;   36.425000;   -9.391400;  -35.793000;   45.693000;   -0.748580;  -40.762000;   52.768000;    4.957000;  -36.168000
304.8;   59.274000;    5.842400;  -31.712000;   52.549000;   -0.399080;  -36.578000;   42.878000;  -10.969000;  -32.672000
307.2;   48.913000;  -12.295000;  -29.123000;   58.718000;   -0.008125;  -31.757000;   64.501000;    6.601500;  -26.705000
309.6;   68.219000;    7.334900;  -21.007000;   63.807000;    0.379090;  -26.111000;   54.583000;  -13.439000;  -24.907000
312.0;   58.868000;  -14.400000;  -20.198000;   67.107000;    0.705820;  -20.189000;   70.295000;    7.892400;  -15.283000
314.4;   71.265000;    8.326300;   -9.414700;   69.061000;    1.082200;  -13.983000;   61.965000;  -14.976000;  -15.274000
316.8;   63.691000;  -15.371000;  -10.102000;   69.922000;    1.416000;   -7.769400;   71.465000;    8.644800;   -3.579600
319.2;   71.113000;    8.819600;    2.150500;   70.107000;    1.728200;   -1.715300;   64.529000;  -15.519000;   -5.072500
321.6;   64.674000;  -15.455000;    0.105840;   69.691000;    2.020600;    4.551000;   70.027000;    8.874800;    8.141900
324.0;   67.964000;    8.814300;   14.022000;   68.598000;    2.336500;   10.674000;   64.247000;  -15.127000;    5.114600
326.4;   63.000000;  -14.594000;   10.293000;   66.335000;    2.614700;   16.976000;   64.397000;    8.648200;   19.990000
328.8;   59.148000;    8.325900;   25.646000;   62.566000;    2.864100;   23.142000;   60.701000;  -13.878000;   15.436000
331.2;   57.094000;  -12.852000;   20.350000;   57.363000;    3.065000;   28.803000;   52.808000;    7.873000;   30.621000
333.6;   45.710000;    7.293800;   35.091000;   50.833000;    3.220300;   34.010000;   51.990000;  -11.601000;   25.028000
336.0;   46.082000;  -10.249000;   29.013000;   44.123000;    3.335700;   38.379000;   38.663000;    6.605600;   38.832000
338.4;   30.925000;    5.831200;   42.112000;   37.043000;    3.425000;   42.175000;   39.959000;   -8.515800;   32.550000
340.8;   33.384000;   -6.748800;   35.533000;   29.383000;    3.456300;   45.374000;   22.428000;    4.973500;   44.740000
343.2;   13.567000;    4.073900;   46.569000;   21.139000;    3.442900;   47.818000;   26.369000;   -4.904900;   37.984000
345.6;   18.440000;   -2.911300;   39.905000;   12.236000;    3.369300;   49.512000;    4.497600;    3.057900;   47.696000
348.0;   -4.042900;    2.067300;   48.083000;    3.686100;    3.273700;   50.394000;   10.424000;   -0.930810;   41.118000
350.4;    2.353800;    1.118800;   41.675000;   -4.880800;    3.112000;   50.575000;  -12.965000;    1.013500;   47.806000
352.8;  -22.034000;   -0.035384;   46.766000;  -13.677000;    2.940300;   50.018000;   -5.646800;    3.154200;   41.638000
355.2;  -13.629000;    5.097400;   40.996000;  -22.318000;    2.710600;   48.679000;  -30.565000;   -1.059600;   44.967000
357.6;  -38.485000;   -2.117500;   42.383000;  -30.824000;    2.456000;   46.498000;  -21.867000;    7.017900;   39.663000
360.0;  -29.367000;    8.845300;   37.619000;  -38.237000;    2.176300;   43.620000;  -45.530000;   -3.068900;   39.318000
