# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 

# Time[s]; Xmagn [mT]; Ymagn [mT]; Zmagn [mT];
 0.70;   -3.494900;  -15.904000;   71.535000
 1.40;   -3.854500;  -75.444000;   -0.473970
 2.10;   -4.186900;  -73.630000;   15.554000
 2.80;   -4.417500;  -71.984000;   21.511000
 3.50;   -4.315600;  -63.803000;   38.748000
 4.20;   -3.865800;  -50.519000;   54.340000
 4.90;   -3.179300;  -27.617000;   68.627000
 5.60;   -2.481500;   -8.194300;   73.427000
 6.30;   -2.411500;   -5.347800;   73.674000
 7.00;   -2.124100;    0.214420;   73.815000
 7.70;   -1.684300;   14.069000;   72.315000
 8.40;   -3.249300;   -8.903800;   73.291000
 9.11;   -1.930600;   20.877000;   70.614000
 9.81;   -2.853900;    1.079200;   73.804000
10.51;   -0.957800;   42.728000;   60.211000
11.21;    0.293900;   63.305000;   39.732000
11.91;    0.994700;   73.452000;   17.253000
12.61;    1.358300;   75.592000;   -5.927600
13.31;    1.410300;   74.440000;  -14.948000
14.01;    1.333000;   75.440000;   -8.109100
14.71;    1.366000;   75.419000;   -8.378800
15.41;    1.360900;   75.451000;   -8.037400
16.11;    1.323500;   75.469000;   -7.929800
16.81;    1.257900;   75.506000;   -7.422400
17.51;    1.262600;   75.578000;   -6.696300
18.21;    1.297100;   75.652000;   -5.734000
18.91;    1.558100;   74.292000;  -15.847000
19.61;    1.577100;   72.507000;  -22.710000
20.31;    1.592100;   71.126000;  -26.713000
21.01;    1.565000;   68.951000;  -31.892000
21.72;    1.580000;   67.272000;  -35.269000
22.42;    1.554000;   65.174000;  -38.925000
23.12;    1.536400;   62.868000;  -42.531000
23.82;    1.456900;   59.468000;  -47.082000
24.52;    1.327500;   54.246000;  -52.908000
25.22;    1.162900;   49.946000;  -56.913000
25.92;    1.116800;   47.699000;  -58.761000
26.62;    1.031000;   44.658000;  -61.059000
27.32;    0.965010;   41.380000;  -63.278000
28.02;    1.014500;   36.726000;  -66.019000
28.72;    1.128500;   41.112000;  -63.468000
29.42;    1.243200;   45.938000;  -60.154000
30.12;    1.223400;   44.929000;  -60.875000
30.82;    0.851020;   33.493000;  -67.662000
31.53;    0.694880;   26.902000;  -70.424000
32.23;    0.605450;   23.500000;  -71.534000
32.93;    0.495120;   20.152000;  -72.474000
33.63;    0.348510;   16.132000;  -73.379000
34.33;    0.158650;   11.441000;  -74.128000
35.03;   -0.472510;   -2.039100;  -74.565000
35.73;   -0.966600;  -12.130000;  -73.290000
36.43;   -1.442400;  -20.638000;  -71.153000
37.13;   -1.804500;  -28.545000;  -68.252000
37.83;   -2.136600;  -34.240000;  -65.589000
38.53;   -2.589200;  -43.100000;  -60.294000
39.23;   -2.627700;  -41.604000;  -61.412000
39.93;   -2.621100;  -48.491000;  -56.237000
40.64;   -3.636000;  -62.274000;  -41.682000
41.34;   -3.813400;  -65.472000;  -36.832000
42.04;   -4.015400;  -68.446000;  -31.448000
42.74;   -4.164200;  -70.531000;  -26.816000
43.44;   -4.203100;  -71.026000;  -25.515000
44.14;   -4.364000;  -72.696000;  -20.595000
44.84;   -4.513900;  -74.258000;  -14.545000
45.54;   -4.645500;  -75.437000;   -6.295300
46.24;   -4.761600;  -75.701000;   -0.558230
46.94;   -3.693200;  -72.370000;  -21.487000
47.64;   -4.742600;  -74.666000;   11.283000
48.34;   -4.787700;  -72.216000;   21.391000
49.04;   -4.733400;  -75.649000;   -2.406700
49.75;   -4.889900;  -73.186000;   18.192000
50.45;   -4.882200;  -67.182000;   33.323000
51.15;   -4.835300;  -64.068000;   38.627000
51.85;   -4.760900;  -60.949000;   43.136000
52.55;   -4.704800;  -57.752000;   47.115000
53.25;   -4.652800;  -54.500000;   50.679000
53.95;   -4.591200;  -52.389000;   52.790000
54.65;   -4.524900;  -49.078000;   55.750000
55.35;   -4.508000;  -47.674000;   56.939000
56.05;   -4.456300;  -46.870000;   57.586000
56.75;   -4.394800;  -44.864000;   59.118000
57.45;   -4.325800;  -43.628000;   60.017000
58.15;   -4.308200;  -42.452000;   60.840000
58.85;   -4.247400;  -40.404000;   62.179000
59.56;   -4.177000;  -38.186000;   63.552000
60.26;   -4.156100;  -37.004000;   64.235000
