# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 15 mm
# Rotation step angle: 1.2°
# sensor pos #1: 5 mm
# sensor pos #2: 35 mm
# sensor pos #3: 65 mm
# sensor pos #4: 90 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]; X2_magn [mT]; Y2_magn [mT]; Z2_magn [mT]; X3_magn [mT]; Y3_magn [mT]; Z3_magn [mT]; X4_magn [mT]; Y4_magn [mT]; Z4_magn [mT]
 28.8;  -66.672000;  -15.760000;   16.070000;  -68.176000;   -3.779900;   21.708000;  -67.163000;    0.748760;   25.844000;  -65.485000;    8.288900;   27.457000
 30.0;  -62.724000;    8.095100;   30.177000;  -65.061000;    0.891030;   28.822000;  -66.650000;   -3.572600;   24.681000;  -65.608000;  -15.484000;   18.497000
 31.2;  -64.175000;  -15.108000;   21.004000;  -64.671000;   -3.332900;   27.657000;  -62.402000;    1.014300;   31.785000;  -59.414000;    7.865500;   32.791000
 32.4;  -55.714000;    7.610100;   35.246000;  -59.209000;    1.178900;   34.628000;  -62.142000;   -3.026300;   30.609000;  -62.439000;  -14.542000;   23.555000
 33.6;  -60.160000;  -14.038000;   25.932000;  -59.216000;   -2.733600;   33.359000;  -55.678000;    1.270000;   37.242000;  -51.825000;    7.277000;   37.485000
 34.8;  -47.999000;    6.974200;   39.461000;  -52.013000;    1.439200;   39.596000;  -55.961000;   -2.411000;   35.900000;  -57.407000;  -13.569000;   28.058000
 36.0;  -54.364000;  -13.054000;   29.999000;  -52.522000;   -2.144700;   38.137000;  -48.328000;    1.537000;   41.669000;  -44.304000;    6.686300;   41.211000
 37.2;  -40.556000;    6.302400;   42.870000;  -44.551000;    1.651300;   43.602000;  -48.826000;   -1.794100;   40.291000;  -51.240000;  -12.261000;   31.952000
 38.4;  -47.773000;  -11.491000;   33.717000;  -45.118000;   -1.465100;   42.232000;  -40.790000;    1.734200;   45.416000;  -36.738000;    5.894300;   44.406000
 39.6;  -32.772000;    5.414800;   45.785000;  -37.041000;    1.848400;   47.043000;  -41.422000;   -1.114100;   44.009000;  -44.316000;  -10.698000;   35.303000
 40.8;  -40.915000;   -9.853000;   36.692000;  -37.835000;   -0.766130;   45.574000;  -33.313000;    1.944800;   48.492000;  -28.639000;    5.014900;   47.008000
 42.0;  -24.329000;    4.561600;   48.021000;  -29.395000;    2.049000;   49.764000;  -34.220000;   -0.443890;   46.958000;  -37.525000;   -9.003100;   37.924000
 43.2;  -34.016000;   -8.091600;   39.088000;  -30.335000;   -0.101850;   48.224000;  -25.135000;    2.108000;   50.874000;  -19.601000;    4.073600;   48.888000
 44.4;  -14.649000;    3.571700;   49.513000;  -20.481000;    2.168400;   51.775000;  -26.123000;    0.263710;   49.377000;  -30.197000;   -7.135300;   40.121000
 45.6;  -26.215000;   -6.133800;   41.023000;  -21.705000;    0.637490;   50.262000;  -15.720000;    2.238300;   52.472000;   -9.731100;    3.068700;   49.913000
 46.8;   -5.083500;    2.556800;   50.100000;  -11.030000;    2.295400;   52.899000;  -17.192000;    1.001200;   50.984000;  -22.161000;   -5.114100;   41.810000
 48.0;  -17.827000;   -4.181700;   42.168000;  -12.715000;    1.341000;   51.419000;   -6.544500;    2.367500;   53.126000;   -0.651380;    2.037000;   50.081000
 49.2;    3.793900;    1.486600;   49.915000;   -2.021800;    2.407400;   53.147000;   -8.117300;    1.643100;   51.690000;  -13.416000;   -3.098400;   42.647000
 50.4;   -8.927300;   -1.998000;   42.828000;   -3.590200;    2.037400;   51.707000;    2.372900;    2.451900;   52.995000;    8.292000;    0.985500;   49.618000
 51.6;   12.866000;    0.438470;   49.103000;    6.798700;    2.476500;   52.625000;    0.804470;    2.369700;   51.628000;   -4.523800;   -0.934910;   42.816000
 52.8;   -0.344230;    0.145340;   42.644000;    5.024000;    2.700900;   51.254000;   11.108000;    2.477300;   52.157000;   17.505000;   -0.090274;   48.448000
 54.0;   22.155000;   -0.595860;   47.592000;   15.562000;    2.478700;   51.466000;    9.258500;    2.997800;   50.865000;    3.714400;    1.157300;   42.498000
 55.2;    7.934200;    2.218500;   42.054000;   13.656000;    3.322600;   50.167000;   20.179000;    2.523900;   50.541000;   26.983000;   -1.147800;   46.497000
 56.4;   31.669000;   -1.698900;   45.164000;   24.944000;    2.511600;   49.386000;   18.294000;    3.620600;   49.309000;   12.280000;    3.317800;   41.356000
 57.6;   16.730000;    4.406300;   40.583000;   22.900000;    3.910800;   48.207000;   29.559000;    2.522100;   48.015000;   36.086000;   -2.223500;   43.622000
 58.8;   39.995000;   -2.731700;   41.956000;   33.870000;    2.452200;   46.459000;   27.391000;    4.153100;   46.973000;   21.156000;    5.367400;   39.773000
 60.0;   25.341000;    6.428300;   38.529000;   31.534000;    4.458900;   45.492000;   37.730000;    2.504900;   44.741000;   43.598000;   -3.251100;   40.192000
 61.2;   47.139000;   -3.761200;   38.239000;   41.466000;    2.422700;   42.812000;   35.636000;    4.653800;   43.836000;   29.552000;    7.403600;   37.304000
 62.4;   33.585000;    8.402500;   35.824000;   39.418000;    4.930100;   41.934000;   45.058000;    2.416800;   40.748000;   50.672000;   -4.151400;   36.163000
 63.6;   54.248000;   -4.615900;   33.924000;   48.557000;    2.358500;   38.510000;   43.069000;    5.125100;   39.932000;   37.331000;    9.365900;   34.223000
 64.8;   40.770000;   10.264000;   32.542000;   46.482000;    5.300600;   37.855000;   52.000000;    2.311100;   36.213000;   57.781000;   -5.064400;   31.583000
 66.0;   61.172000;   -5.464300;   29.090000;   55.386000;    2.258100;   33.757000;   49.857000;    5.463400;   35.665000;   44.030000;   11.124000;   30.799000
 67.2;   47.330000;   11.944000;   28.908000;   53.281000;    5.627700;   33.270000;   58.809000;    2.180000;   31.094000;   64.418000;   -5.759300;   26.356000
 68.4;   67.344000;   -6.141700;   23.397000;   62.137000;    2.054900;   28.186000;   56.775000;    5.714700;   30.640000;   50.732000;   12.688000;   26.892000
 69.6;   54.023000;   13.454000;   24.698000;   60.044000;    5.886100;   27.807000;   65.077000;    2.054600;   25.062000;   69.793000;   -6.461700;   20.257000
 70.8;   71.603000;   -6.775700;   17.125000;   67.520000;    1.930600;   21.863000;   62.996000;    5.946900;   24.901000;   57.105000;   14.125000;   22.387000
 72.0;   59.745000;   14.889000;   19.923000;   65.451000;    6.036200;   21.897000;   69.433000;    1.776000;   18.666000;   72.894000;   -7.109200;   14.019000
 73.2;   73.760000;   -7.366800;   10.803000;   70.860000;    1.693800;   15.250000;   67.593000;    6.027600;   18.665000;   62.461000;   15.319000;   17.441000
 74.4;   64.600000;   15.842000;   14.729000;   69.192000;    6.075000;   15.331000;   71.856000;    1.596000;   11.817000;   74.253000;   -7.537100;    7.563200
 75.6;   74.459000;   -7.734600;    4.418000;   72.448000;    1.435100;    8.381700;   70.367000;    5.988000;   11.998000;   66.376000;   16.217000;   11.998000
 76.8;   67.575000;   16.599000;    9.255700;   71.120000;    5.989900;    8.733500;   72.753000;    1.361500;    5.123800;   74.458000;   -7.853700;    1.366000
 78.0;   74.363000;   -7.961300;   -1.578200;   72.840000;    1.217000;    1.925800;   71.588000;    5.894300;    5.585400;   68.323000;   16.968000;    6.586500
 79.2;   68.873000;   17.223000;    3.872900;   71.812000;    5.772500;    2.364100;   72.806000;    1.093000;   -1.289900;   74.132000;   -8.063600;   -4.569200
 80.4;   73.788000;   -8.130800;   -7.600200;   72.625000;    0.957500;   -4.553700;   71.813000;    5.740800;   -0.866420;   69.222000;   17.386000;    1.146500
 81.6;   69.346000;   17.500000;   -1.533400;   71.714000;    5.663100;   -4.024900;   72.347000;    0.854060;   -7.756500;   73.361000;   -8.126300;  -10.618000
 82.8;   72.781000;   -8.128900;  -13.561000;   71.962000;    0.728970;  -10.895000;   71.515000;    5.516800;   -7.117200;   69.488000;   17.445000;   -4.068100
 84.0;   69.122000;   17.614000;   -6.596900;   71.206000;    5.179600;  -10.175000;   71.506000;    0.626290;  -13.982000;   72.082000;   -8.184200;  -16.516000
 85.2;   71.032000;   -8.114800;  -19.533000;   70.808000;    0.451530;  -17.180000;   70.797000;    5.199000;  -13.212000;   69.075000;   17.363000;   -9.160800
 86.4;   68.615000;   17.246000;  -11.761000;   70.103000;    5.049300;  -16.359000;   69.836000;    0.342500;  -20.429000;   69.544000;   -7.934800;  -22.613000
 87.6;   67.648000;   -7.820500;  -25.652000;   68.506000;    0.194260;  -23.684000;   69.224000;    4.837500;  -19.526000;   67.925000;   17.128000;  -14.323000
 88.8;   67.098000;   16.887000;  -16.854000;   68.059000;    4.669100;  -22.581000;   66.834000;    0.083732;  -26.807000;   65.292000;   -7.666300;  -28.530000
 90.0;   62.493000;   -7.479200;  -31.214000;   64.698000;   -0.079819;  -29.803000;   66.514000;    4.416700;  -25.565000;   66.025000;   16.596000;  -19.286000
 91.2;   64.557000;   16.200000;  -21.813000;   64.485000;    4.159400;  -28.581000;   61.978000;   -0.173170;  -32.773000;   59.112000;   -7.249600;  -33.848000
 92.4;   55.365000;   -7.011700;  -36.316000;   58.753000;   -0.347920;  -35.616000;   61.956000;    3.872300;  -31.512000;   62.708000;   15.730000;  -24.294000
 93.6;   60.390000;   15.195000;  -26.684000;   58.985000;    3.612400;  -34.279000;   55.209000;   -0.451360;  -38.224000;   51.402000;   -6.714100;  -38.556000
 94.8;   47.547000;   -6.406400;  -40.520000;   51.497000;   -0.604820;  -40.567000;   55.688000;    3.289800;  -36.821000;   57.722000;   14.609000;  -28.870000
 96.0;   54.667000;   14.047000;  -30.816000;   52.262000;    2.987700;  -39.066000;   47.884000;   -0.755680;  -42.669000;   43.880000;   -6.151000;  -42.274000
 97.2;   40.113000;   -5.771200;  -43.913000;   44.057000;   -0.862850;  -44.622000;   48.550000;    2.649800;  -41.210000;   51.525000;   13.261000;  -32.788000
 98.4;   48.051000;   12.476000;  -34.552000;   44.835000;    2.326400;  -43.178000;   40.296000;   -0.930810;  -46.399000;   36.260000;   -5.313500;  -45.434000
 99.6;   32.263000;   -4.866900;  -46.819000;   36.533000;   -1.048400;  -48.024000;   41.127000;    1.994100;  -44.937000;   44.572000;   11.624000;  -36.139000
100.8;   41.170000;   10.793000;  -37.544000;   37.587000;    1.626300;  -46.503000;   32.788000;   -1.125000;  -49.450000;   28.120000;   -4.408700;  -47.997000
102.0;   23.764000;   -3.956900;  -48.993000;   28.899000;   -1.323600;  -50.754000;   33.949000;    1.296500;  -47.869000;   37.764000;    9.958500;  -38.739000
103.2;   34.203000;    9.027500;  -39.895000;   30.046000;    0.970570;  -49.136000;   24.518000;   -1.304200;  -51.814000;   18.946000;   -3.498300;  -49.846000
104.4;   13.953000;   -2.972200;  -50.461000;   19.876000;   -1.399100;  -52.733000;   25.824000;    0.585960;  -50.263000;   30.424000;    8.030900;  -40.963000
105.6;   26.419000;    7.028700;  -41.867000;   21.361000;    0.217780;  -51.159000;   15.086000;   -1.465500;  -53.403000;    9.006700;   -2.473300;  -50.829000
106.8;    4.330500;   -1.955800;  -50.985000;   10.347000;   -1.537600;  -53.798000;   16.840000;   -0.150020;  -51.855000;   22.232000;    6.006700;  -42.565000
108.0;   17.931000;    5.050000;  -42.972000;   12.359000;   -0.463300;  -52.265000;    5.871400;   -1.586500;  -54.021000;   -0.066034;   -1.455800;  -50.987000
109.2;   -4.480200;   -0.899070;  -50.795000;    1.369300;   -1.650000;  -53.985000;    7.771500;   -0.833720;  -52.529000;   13.564000;    3.951500;  -43.533000
110.4;    9.042600;    2.878300;  -43.694000;    3.271600;   -1.185500;  -52.556000;   -3.049600;   -1.684700;  -53.818000;   -8.931300;   -0.336350;  -50.416000
111.6;  -13.533000;    0.205840;  -49.887000;   -7.409100;   -1.714200;  -53.445000;   -1.139200;   -1.529000;  -52.400000;    4.602100;    1.800300;  -43.589000
112.8;    0.416690;    0.732710;  -43.410000;   -5.344100;   -1.852000;  -52.053000;  -11.764000;   -1.742600;  -52.912000;  -18.164000;    0.744280;  -49.207000
114.0;  -22.794000;    1.248400;  -48.332000;  -16.151000;   -1.736600;  -52.220000;   -9.556300;   -2.167900;  -51.590000;   -3.644800;   -0.304610;  -43.231000
115.2;   -7.867600;   -1.368800;  -42.771000;  -13.981000;   -2.456200;  -50.942000;  -20.782000;   -1.749700;  -51.284000;  -27.597000;    1.762900;  -47.195000
116.4;  -32.270000;    2.296100;  -45.835000;  -25.545000;   -1.743000;  -50.119000;  -18.594000;   -2.764600;  -50.038000;  -12.196000;   -2.476000;  -42.054000
117.6;  -16.620000;   -3.541600;  -41.288000;  -23.194000;   -3.073000;  -48.941000;  -30.093000;   -1.770600;  -48.709000;  -36.609000;    2.846200;  -44.272000
118.8;  -40.528000;    3.369300;  -42.580000;  -34.359000;   -1.728000;  -47.106000;  -27.663000;   -3.325800;  -47.661000;  -21.029000;   -4.539000;  -40.394000
120.0;  -25.220000;   -5.601000;  -39.157000;  -31.829000;   -3.582000;  -46.177000;  -38.218000;   -1.697400;  -45.398000;  -44.132000;    3.861500;  -40.794000
121.2;  -47.621000;    4.301300;  -38.854000;  -41.947000;   -1.661600;  -43.456000;  -35.902000;   -3.804200;  -44.492000;  -29.505000;   -6.506900;  -38.070000
122.4;  -33.541000;   -7.482600;  -36.595000;  -39.676000;   -4.056600;  -42.616000;  -45.508000;   -1.629800;  -41.348000;  -51.183000;    4.859200;  -36.716000
123.6;  -54.756000;    5.308000;  -34.469000;  -49.016000;   -1.585400;  -39.108000;  -43.306000;   -4.241000;  -40.573000;  -37.267000;   -8.451200;  -34.967000
124.8;  -40.708000;   -9.345500;  -33.293000;  -46.703000;   -4.448600;  -38.470000;  -52.446000;   -1.499100;  -36.813000;  -58.287000;    5.778900;  -32.118000
126.0;  -61.665000;    6.159800;  -29.637000;  -55.857000;   -1.434900;  -34.380000;  -50.081000;   -4.580800;  -36.293000;  -43.941000;  -10.212000;  -31.499000
127.2;  -47.247000;  -11.042000;  -29.596000;  -53.499000;   -4.719000;  -33.884000;  -59.262000;   -1.437900;  -31.681000;  -64.882000;    6.422300;  -26.900000
128.4;  -67.802000;    6.790800;  -23.890000;  -62.589000;   -1.328900;  -28.722000;  -57.005000;   -4.842600;  -31.259000;  -50.689000;  -11.789000;  -27.563000
129.6;  -53.971000;  -12.533000;  -25.379000;  -60.315000;   -4.919900;  -28.446000;  -65.537000;   -1.277300;  -25.601000;  -70.211000;    7.140000;  -20.781000
130.8;  -71.979000;    7.458900;  -17.662000;  -67.974000;   -1.133900;  -22.432000;  -63.214000;   -5.048700;  -25.482000;  -57.101000;  -13.169000;  -23.125000
132.0;  -59.747000;  -13.911000;  -20.660000;  -65.664000;   -5.105100;  -22.503000;  -69.827000;   -1.021500;  -19.212000;  -73.229000;    7.748200;  -14.562000
133.2;  -74.062000;    8.009600;  -11.346000;  -71.223000;   -0.913630;  -15.795000;  -67.779000;   -5.125600;  -19.255000;  -62.385000;  -14.408000;  -18.130000
134.4;  -64.537000;  -14.933000;  -15.418000;  -69.393000;   -5.182800;  -15.931000;  -72.217000;   -0.787790;  -12.364000;  -74.534000;    8.221700;   -8.115700
135.6;  -74.730000;    8.402100;   -4.959400;  -72.775000;   -0.665320;   -8.962300;  -70.556000;   -5.098000;  -12.596000;  -66.281000;  -15.320000;  -12.679000
136.8;  -67.514000;  -15.680000;   -9.963800;  -71.254000;   -5.091700;   -9.349200;  -73.074000;   -0.521930;   -5.687800;  -74.718000;    8.425200;   -1.950300
138.0;  -74.606000;    8.559300;    0.967600;  -73.164000;   -0.355760;   -2.513100;  -71.692000;   -5.048000;   -6.208100;  -68.334000;  -15.996000;   -7.286800
139.2;  -68.922000;  -16.218000;   -4.583600;  -71.930000;   -4.951300;   -3.012700;  -73.095000;   -0.307600;    0.690820;  -74.391000;    8.722800;    3.969000
140.4;  -74.057000;    8.778100;    7.001800;  -72.923000;   -0.135460;    3.971600;  -71.974000;   -4.816500;    0.238500;  -69.273000;  -16.380000;   -1.842000
141.6;  -69.420000;  -16.484000;    0.822740;  -71.905000;   -4.697000;    3.369200;  -72.664000;   -0.020448;    7.147100;  -73.615000;    8.773300;   10.019000
142.8;  -73.017000;    8.768000;   12.973000;  -72.272000;    0.079251;   10.280000;  -71.676000;   -4.592800;    6.452300;  -69.425000;  -16.524000;    3.408400
144.0;  -69.184000;  -16.608000;    5.913200;  -71.399000;   -4.443400;    9.418300;  -71.804000;    0.206210;   13.331000;  -72.305000;    8.789700;   15.907000
145.2;  -71.244000;    8.715000;   18.937000;  -71.064000;    0.343250;   16.552000;  -70.943000;   -4.285100;   12.544000;  -69.026000;  -16.423000;    8.491500
146.4;  -68.587000;  -16.290000;   11.118000;  -70.289000;   -4.086400;   15.695000;  -70.115000;    0.500820;   19.802000;  -69.779000;    8.600400;   21.995000
147.6;  -67.835000;    8.464400;   25.031000;  -68.746000;    0.581110;   23.041000;  -69.422000;   -3.883300;   18.860000;  -67.991000;  -16.081000;   13.712000
148.8;  -67.159000;  -15.835000;   16.251000;  -68.192000;   -3.720100;   21.912000;  -67.099000;    0.815980;   26.159000;  -65.434000;    8.217600;   27.894000
150.0;  -62.614000;    8.031300;   30.566000;  -64.895000;    0.883560;   29.125000;  -66.692000;   -3.453900;   24.884000;  -66.214000;  -15.459000;   18.725000
151.2;  -64.756000;  -15.076000;   21.245000;  -64.691000;   -3.214200;   27.874000;  -62.225000;    1.031800;   32.072000;  -59.226000;    7.806500;   33.163000
152.4;  -55.451000;    7.550000;   35.628000;  -58.944000;    1.150900;   34.917000;  -62.143000;   -2.896800;   30.847000;  -62.782000;  -14.651000;   23.764000
153.6;  -60.446000;  -14.133000;   26.150000;  -59.137000;   -2.665600;   33.594000;  -55.379000;    1.310400;   37.533000;  -51.547000;    7.274400;   37.835000
154.8;  -47.691000;    6.963700;   39.776000;  -51.635000;    1.430200;   39.836000;  -55.845000;   -2.299000;   36.133000;  -57.718000;  -13.583000;   28.352000
156.0;  -54.614000;  -13.053000;   30.302000;  -52.416000;   -1.970400;   38.415000;  -47.959000;    1.544900;   41.915000;  -43.964000;    6.590700;   41.516000
157.2;  -40.208000;    6.241200;   43.167000;  -44.190000;    1.669200;   43.852000;  -48.712000;   -1.627600;   40.554000;  -51.537000;  -12.177000;   32.358000
158.4;  -48.022000;  -11.415000;   34.110000;  -44.955000;   -1.330000;   42.501000;  -40.416000;    1.791300;   45.648000;  -36.350000;    5.839800;   44.680000
159.6;  -32.370000;    5.411500;   46.048000;  -36.669000;    1.882400;   47.262000;  -41.270000;   -0.956940;   44.295000;  -44.396000;  -10.642000;   35.644000
160.8;  -40.955000;   -9.810800;   37.016000;  -37.683000;   -0.641040;   45.844000;  -32.901000;    1.976100;   48.696000;  -28.185000;    4.985800;   47.247000
162.0;  -23.820000;    4.540700;   48.245000;  -28.994000;    2.054900;   49.916000;  -34.062000;   -0.268390;   47.244000;  -37.609000;   -8.955300;   38.269000
163.2;  -34.025000;   -8.040800;   39.416000;  -30.139000;    0.058340;   48.506000;  -24.691000;    2.143400;   51.060000;  -19.042000;    4.074300;   49.085000
164.4;  -14.041000;    3.513100;   49.675000;  -19.994000;    2.219200;   51.953000;  -25.891000;    0.406350;   49.627000;  -30.165000;   -7.044900;   40.475000
165.6;  -26.134000;   -6.046800;   41.353000;  -21.429000;    0.760710;   50.508000;  -15.240000;    2.294700;   52.627000;   -9.137000;    3.078800;   50.079000
166.8;   -4.486000;    2.566100;   50.235000;  -10.522000;    2.349900;   53.016000;  -16.889000;    1.097100;   51.232000;  -21.936000;   -5.071900;   42.028000
168.0;  -17.585000;   -4.108800;   42.415000;  -12.349000;    1.153900;   51.530000;   -6.051800;    2.411200;   53.240000;   -0.105990;    2.062400;   50.184000
169.2;    4.303400;    1.537000;   50.007000;   -1.580900;    2.439500;   53.225000;   -7.781900;    1.790200;   51.905000;  -13.233000;   -3.002500;   42.905000
170.4;   -8.675500;   -1.912900;   43.057000;   -3.227400;    2.138200;   51.927000;    2.842000;    2.500400;   53.050000;    8.853500;    0.991100;   49.642000
171.6;   13.434000;    0.450410;   49.109000;    7.238600;    2.510100;   52.675000;    1.179100;    2.390200;   51.755000;   -4.275600;   -0.828490;   43.013000
172.8;   -0.072998;    0.249520;   42.851000;    5.409200;    2.784200;   51.460000;   11.600000;    2.546300;   52.171000;   18.112000;   -0.088781;   48.430000
174.0;   22.774000;   -0.589140;   47.540000;   16.033000;    2.538500;   51.454000;    9.651100;    3.075400;   50.997000;    3.997700;    1.304800;   42.536000
175.2;    8.216800;    2.374600;   42.076000;   14.117000;    3.382800;   50.283000;   20.678000;    2.559800;   50.528000;   27.559000;   -1.143300;   46.408000
176.4;   32.224000;   -1.678000;   45.037000;   25.453000;    2.518300;   49.334000;   18.793000;    3.623200;   49.418000;   12.605000;    3.443600;   41.497000
177.6;   17.067000;    4.532800;   40.710000;   23.411000;    3.966400;   48.302000;   30.029000;    2.522100;   47.941000;   36.565000;   -2.139500;   43.481000
178.8;   40.443000;   -2.655900;   41.789000;   34.289000;    2.515000;   46.325000;   27.897000;    4.213600;   46.999000;   21.434000;    5.550000;   39.761000
