# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 40 mm
# Rotation step angle: 2.4°
# sensor pos #1: 65 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;   -5.442300;   -0.177650;  -18.505000
  2.4;   -9.081200;   -0.053307;  -18.115000
  4.8;  -12.487000;    0.040417;  -17.470000
  7.2;  -15.819000;    0.169240;  -16.571000
  9.6;  -18.876000;    0.290970;  -15.429000
 12.0;  -21.596000;    0.413820;  -14.081000
 14.4;  -24.069000;    0.535550;  -12.459000
 16.8;  -26.059000;    0.658400;  -10.723000
 19.2;  -27.708000;    0.789090;   -8.756100
 21.6;  -28.893000;    0.899990;   -6.685200
 24.0;  -29.606000;    0.967580;   -4.565900
 26.4;  -29.886000;    1.082600;   -2.267300
 28.8;  -29.698000;    1.158000;   -0.050109
 31.2;  -29.037000;    1.245400;    2.256600
 33.6;  -27.938000;    1.303600;    4.509600
 36.0;  -26.409000;    1.363000;    6.649700
 38.4;  -24.448000;    1.417200;    8.723500
 40.8;  -22.168000;    1.451100;   10.582000
 43.2;  -19.465000;    1.465000;   12.300000
 45.6;  -16.514000;    1.455600;   13.798000
 48.0;  -13.313000;    1.454500;   15.012000
 50.4;   -9.855000;    1.417900;   16.016000
 52.8;   -6.388300;    1.371200;   16.736000
 55.2;   -2.700600;    1.306600;   17.204000
 57.6;    1.001300;    1.209200;   17.375000
 60.0;    4.653000;    1.130400;   17.282000
 62.4;    8.329400;    1.022500;   16.926000
 64.8;   11.755000;    0.914180;   16.322000
 67.2;   15.114000;    0.799170;   15.452000
 69.6;   18.183000;    0.676700;   14.324000
 72.0;   20.940000;    0.563180;   12.978000
 74.4;   23.405000;    0.421660;   11.348000
 76.8;   25.403000;    0.313380;    9.584600
 79.2;   27.055000;    0.199860;    7.610800
 81.6;   28.233000;    0.082985;    5.519200
 84.0;   28.943000;   -0.023062;    3.348200
 86.4;   29.209000;   -0.125370;    1.020800
 88.8;   28.998000;   -0.230300;   -1.254100
 91.2;   28.331000;   -0.302370;   -3.590700
 93.6;   27.207000;   -0.377420;   -5.864100
 96.0;   25.650000;   -0.429320;   -8.028900
 98.4;   23.645000;   -0.494300;  -10.158000
100.8;   21.349000;   -0.523420;  -12.009000
103.2;   18.649000;   -0.542090;  -13.724000
105.6;   15.669000;   -0.546570;  -15.210000
108.0;   12.462000;   -0.523420;  -16.420000
110.4;    9.012600;   -0.502140;  -17.413000
112.8;    5.519500;   -0.447990;  -18.097000
115.2;    1.828600;   -0.391610;  -18.527000
117.6;   -1.869000;   -0.300500;  -18.664000
120.0;   -5.522900;   -0.217980;  -18.550000
122.4;   -9.177600;   -0.109690;  -18.139000
124.8;  -12.582000;    0.007558;  -17.488000
127.2;  -15.918000;    0.134890;  -16.595000
129.6;  -18.960000;    0.247280;  -15.450000
132.0;  -21.697000;    0.388060;  -14.082000
134.4;  -24.158000;    0.523970;  -12.466000
136.8;  -26.163000;    0.644960;  -10.722000
139.2;  -27.789000;    0.767810;   -8.750900
141.6;  -28.963000;    0.885430;   -6.655600
144.0;  -29.691000;    0.997820;   -4.539600
146.4;  -29.943000;    1.111300;   -2.237000
148.8;  -29.749000;    1.200200;    0.006430
151.2;  -29.067000;    1.275300;    2.303500
153.6;  -27.958000;    1.336900;    4.552500
156.0;  -26.424000;    1.413000;    6.709100
158.4;  -24.429000;    1.465300;    8.792600
160.8;  -22.121000;    1.490000;   10.654000
163.2;  -19.407000;    1.495600;   12.383000
165.6;  -16.427000;    1.501200;   13.862000
168.0;  -13.201000;    1.478000;   15.084000
170.4;   -9.744700;    1.452300;   16.087000
172.8;   -6.267400;    1.395100;   16.788000
175.2;   -2.569400;    1.308100;   17.232000
177.6;    1.120100;    1.240200;   17.407000
180.0;    4.779100;    1.150900;   17.310000
182.4;    8.446300;    1.025500;   16.945000
184.8;   11.869000;    0.922770;   16.323000
187.2;   15.214000;    0.803650;   15.426000
189.6;   18.259000;    0.684910;   14.294000
192.0;   21.033000;    0.542650;   12.942000
194.4;   23.479000;    0.424280;   11.301000
196.8;   25.460000;    0.296200;    9.545000
199.2;   27.095000;    0.181560;    7.564300
201.6;   28.256000;    0.059461;    5.452700
204.0;   28.966000;   -0.045092;    3.256500
206.4;   29.212000;   -0.154500;    0.941730
208.8;   28.987000;   -0.235150;   -1.318000
211.2;   28.290000;   -0.327390;   -3.660500
213.6;   27.160000;   -0.391610;   -5.930200
216.0;   25.589000;   -0.436050;   -8.085400
218.4;   23.586000;   -0.496160;  -10.190000
220.8;   21.279000;   -0.523420;  -12.038000
223.2;   18.561000;   -0.545080;  -13.767000
225.6;   15.606000;   -0.555540;  -15.232000
228.0;   12.377000;   -0.528650;  -16.443000
230.4;    8.935600;   -0.496910;  -17.411000
232.8;    5.473000;   -0.427460;  -18.088000
235.2;    1.770300;   -0.374430;  -18.496000
237.6;   -1.874900;   -0.284070;  -18.631000
240.0;   -5.530300;   -0.194080;  -18.505000
