# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 15 mm
# Rotation step angle: 2.4°
# sensor pos #1: 15 mm
# sensor pos #2: 40 mm
# sensor pos #3: 65 mm
# sensor pos #4: 85 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]; X2_magn [mT]; Y2_magn [mT]; Z2_magn [mT]; X3_magn [mT]; Y3_magn [mT]; Z3_magn [mT]; X4_magn [mT]; Y4_magn [mT]; Z4_magn [mT]
187.2;   61.539000;   10.358000;   -5.536700;   62.241000;    3.926800;   -8.070200;   62.227000;    0.006064;  -10.786000;   61.852000;   -5.609200;  -12.567000
189.6;   59.695000;   -5.579700;  -17.806000;   60.521000;   -0.182500;  -16.318000;   61.075000;    3.625100;  -13.540000;   60.809000;   10.142000;  -10.491000
192.0;   59.318000;    9.779600;  -15.329000;   59.032000;    3.295800;  -18.891000;   57.864000;   -0.408790;  -21.691000;   56.373000;   -5.499400;  -22.886000
194.4;   51.849000;   -5.299300;  -27.523000;   53.957000;   -0.594370;  -26.713000;   55.938000;    2.876400;  -23.987000;   56.904000;    9.238500;  -19.970000
196.8;   53.273000;    8.556700;  -24.507000;   51.488000;    2.425000;  -28.860000;   48.769000;   -0.772110;  -31.403000;   46.110000;   -4.978500;  -31.763000
199.2;   39.942000;   -4.593500;  -35.281000;   42.878000;   -0.968890;  -35.359000;   46.144000;    1.934300;  -33.065000;   48.652000;    7.722500;  -28.473000
201.6;   42.993000;    6.770300;  -32.040000;   39.978000;    1.460100;  -36.741000;   36.418000;   -1.110800;  -38.780000;   33.286000;   -4.087200;  -38.296000
204.0;   26.318000;   -3.536800;  -40.690000;   29.678000;   -1.226200;  -41.533000;   33.544000;    0.901860;  -39.775000;   36.935000;    5.696000;  -34.975000
206.4;   30.535000;    4.597100;  -37.326000;   26.818000;    0.371630;  -42.176000;   22.598000;   -1.313900;  -43.680000;   18.861000;   -2.923700;  -42.473000
208.8;   10.828000;   -2.248900;  -43.604000;   14.780000;   -1.387100;  -45.136000;   19.351000;   -0.129850;  -43.936000;   23.518000;    3.386900;  -39.176000
211.2;   16.266000;    2.173700;  -40.358000;   11.766000;   -0.630960;  -44.987000;    7.016100;   -1.415900;  -45.861000;    3.010200;   -1.566300;  -44.014000
213.6;   -4.924800;   -0.820650;  -43.750000;   -0.907590;   -1.420700;  -45.869000;    3.873800;   -1.139900;  -45.388000;    8.526600;    0.910820;  -40.945000
216.0;    0.842960;   -0.356510;  -40.798000;   -3.850800;   -1.608900;  -45.030000;   -8.655000;   -1.393100;  -45.244000;  -12.757000;   -0.063016;  -42.863000
218.4;  -20.461000;    0.666620;  -41.332000;  -16.369000;   -1.339300;  -43.934000;  -11.465000;   -2.040600;  -44.085000;   -6.647500;   -1.582400;  -40.208000
220.8;  -14.369000;   -2.831800;  -38.909000;  -19.280000;   -2.441600;  -42.389000;  -24.137000;   -1.270600;  -41.915000;  -28.118000;    1.439600;  -39.114000
223.2;  -34.969000;    2.159100;  -36.337000;  -31.274000;   -1.158200;  -39.254000;  -26.649000;   -2.778800;  -40.104000;  -21.777000;   -3.981900;  -37.040000
225.6;  -28.978000;   -5.086800;  -34.544000;  -33.653000;   -3.048000;  -37.151000;  -37.957000;   -1.012600;  -36.000000;  -41.386000;    2.836500;  -32.968000
228.0;  -47.359000;    3.492500;  -29.109000;  -44.141000;   -0.872930;  -32.159000;  -40.079000;   -3.294500;  -33.635000;  -35.586000;   -6.087200;  -31.506000
230.4;  -41.544000;   -6.988600;  -28.085000;  -45.933000;   -3.465800;  -29.673000;  -49.787000;   -0.731410;  -27.920000;  -52.781000;    4.104900;  -24.823000
232.8;  -57.395000;    4.655300;  -19.899000;  -54.910000;   -0.518940;  -22.980000;  -51.468000;   -3.558400;  -25.055000;  -47.231000;   -7.801500;  -24.110000
235.2;  -52.127000;   -8.464300;  -19.795000;  -55.923000;   -3.668600;  -20.100000;  -58.784000;   -0.283700;  -17.799000;  -60.636000;    5.149000;  -14.788000
237.6;  -62.644000;    5.569400;   -9.365500;  -61.420000;   -0.084300;  -12.157000;  -59.326000;   -3.658900;  -14.645000;  -56.151000;   -8.945200;  -14.984000
240.0;  -58.886000;   -9.315300;   -9.978900;  -61.420000;   -3.570000;   -9.092800;  -62.849000;    0.121450;   -6.534800;  -63.551000;    5.901700;   -3.980900
242.4;  -63.669000;    6.125400;    1.215900;  -63.341000;    0.380590;   -1.034600;  -62.464000;   -3.373600;   -3.619100;  -60.470000;   -9.511300;   -5.035200
244.8;  -61.163000;   -9.567700;    0.038580;  -62.673000;   -3.234700;    1.950200;  -63.162000;    0.600150;    4.546200;  -63.129000;    6.196000;    6.534400
247.2;  -61.929000;    6.233300;   11.641000;  -62.312000;    0.808880;    9.931900;  -62.282000;   -2.925500;    7.283400;  -61.151000;   -9.439200;    4.868800
249.6;  -60.452000;   -9.189400;    9.770800;  -61.122000;   -2.681700;   12.725000;  -60.705000;    1.007200;   15.399000;  -59.820000;    6.241500;   16.891000
252.0;  -56.553000;    6.115000;   21.919000;  -58.021000;    1.237200;   20.776000;  -59.096000;   -2.317300;   18.082000;  -59.049000;   -8.713000;   14.622000
254.4;  -56.657000;   -8.185000;   19.228000;  -56.030000;   -1.922200;   23.106000;  -54.271000;    1.426900;   25.729000;  -52.129000;    5.864000;   26.517000
256.8;  -46.458000;    5.573900;   30.728000;  -49.100000;    1.606800;   30.391000;  -51.629000;   -1.479300;   27.932000;  -53.035000;   -7.553900;   23.675000
259.2;  -48.434000;   -6.739500;   27.608000;  -46.366000;   -1.023800;   32.101000;  -43.373000;    1.795800;   34.325000;  -40.377000;    5.184800;   34.223000
261.6;  -33.777000;    4.699800;   37.263000;  -36.910000;    1.927600;   37.740000;  -40.234000;   -0.523050;   35.779000;  -42.806000;   -5.788400;   31.133000
264.0;  -36.784000;   -4.787300;   34.001000;  -33.872000;    0.006064;   38.799000;  -30.284000;    2.033600;   40.499000;  -26.884000;    4.177000;   39.665000
266.4;  -19.509000;    3.578800;   41.484000;  -23.210000;    2.114300;   42.659000;  -27.127000;    0.504180;   41.198000;  -30.479000;   -3.637200;   36.412000
268.8;  -23.568000;   -2.430400;   38.249000;  -19.785000;    1.035900;   43.026000;  -15.533000;    2.176700;   44.170000;  -11.567000;    2.907400;   42.645000
271.2;   -3.817100;    2.218100;   43.101000;   -7.787700;    2.201700;   44.936000;  -12.247000;    1.531800;   44.097000;  -16.378000;   -1.203400;   39.464000
273.6;   -8.668500;    0.075517;   40.060000;   -4.355500;    2.036300;   44.511000;    0.114660;    2.208800;   45.045000;    4.123800;    1.472800;   42.913000
276.0;   11.949000;    0.724120;   42.097000;    7.915900;    2.177400;   44.472000;    3.390300;    2.506000;   44.256000;   -1.019700;    1.346200;   40.050000
278.4;    6.469200;    2.591900;   39.426000;   11.022000;    2.955600;   43.314000;   15.648000;    2.127700;   43.234000;   19.751000;   -0.005512;   40.643000
280.8;   27.455000;   -0.767260;   38.463000;   23.528000;    2.039600;   41.251000;   18.908000;    3.358900;   41.710000;   14.227000;    3.829700;   38.160000
283.2;   21.579000;    4.983900;   36.345000;   26.257000;    3.722600;   39.485000;   30.678000;    1.968700;   38.710000;   34.344000;   -1.449500;   35.776000
285.6;   40.803000;   -2.172400;   32.454000;   37.437000;    1.826400;   35.463000;   33.330000;    4.015700;   36.562000;   28.798000;    6.084000;   33.885000
288.0;   35.395000;    7.150800;   30.860000;   39.760000;    4.281900;   33.102000;   43.674000;    1.675200;   31.707000;   46.888000;   -2.852700;   28.646000
290.4;   52.292000;   -3.481900;   24.367000;   49.390000;    1.475000;   27.444000;   45.670000;    4.471600;   29.161000;   41.411000;    7.957400;   27.555000
292.8;   47.108000;    8.786300;   23.595000;   51.182000;    4.622800;   24.557000;   54.563000;    1.311500;   22.570000;   56.989000;   -4.024500;   19.472000
295.2;   60.273000;   -4.520000;   14.349000;   58.499000;    1.114300;   17.332000;   55.749000;    4.680300;   19.609000;   52.007000;    9.441300;   19.288000
297.6;   56.018000;    9.981200;   14.508000;   59.155000;    4.708000;   14.169000;   61.232000;    0.863770;   11.731000;   62.320000;   -4.887400;    8.912700
300.0;   63.280000;   -5.214900;    3.504100;   62.685000;    0.655790;    6.042100;   61.329000;    4.596300;    8.593400;   58.881000;   10.287000;    9.521700
302.4;   60.478000;   10.499000;    4.567700;   62.334000;    4.518300;    3.100600;   63.201000;    0.473570;    0.538200;   63.417000;   -5.446000;   -1.722600
304.8;   62.895000;   -5.592400;   -7.063600;   63.004000;    0.222640;   -5.105400;   62.614000;    4.254300;   -2.472100;   61.172000;   10.622000;   -0.507600
307.2;   61.146000;   10.547000;   -5.368200;   62.179000;    4.060500;   -7.849300;   62.203000;    0.026975;  -10.504000;   61.729000;   -5.657400;  -12.216000
309.6;   59.660000;   -5.621100;  -17.444000;   60.569000;   -0.177280;  -16.016000;   61.060000;    3.744200;  -13.304000;   60.518000;   10.241000;  -10.275000
312.0;   58.981000;    9.970800;  -15.097000;   59.028000;    3.455900;  -18.671000;   57.955000;   -0.370330;  -21.396000;   56.422000;   -5.476600;  -22.511000
314.4;   52.013000;   -5.257100;  -27.158000;   54.158000;   -0.588390;  -26.418000;   55.993000;    2.996300;  -23.731000;   56.680000;    9.380400;  -19.704000
316.8;   53.084000;    8.685500;  -24.225000;   51.575000;    2.556800;  -28.627000;   49.002000;   -0.733650;  -31.138000;   46.330000;   -4.943000;  -31.453000
319.2;   40.254000;   -4.561000;  -34.992000;   43.190000;   -0.949850;  -35.111000;   46.237000;    2.105000;  -32.791000;   48.524000;    7.866200;  -28.175000
321.6;   42.958000;    6.908800;  -31.706000;   40.187000;    1.600500;  -36.496000;   36.804000;   -1.045400;  -38.535000;   33.675000;   -4.084600;  -38.027000
324.0;   26.722000;   -3.521500;  -40.477000;   30.047000;   -1.166800;  -41.336000;   33.722000;    1.061300;  -39.542000;   36.917000;    5.842400;  -34.661000
326.4;   30.614000;    4.724800;  -37.011000;   27.033000;    0.539660;  -41.933000;   23.036000;   -1.250800;  -43.487000;   19.362000;   -2.911700;  -42.295000
328.8;   11.344000;   -2.222000;  -43.479000;   15.242000;   -1.310200;  -45.010000;   19.620000;    0.012038;  -43.754000;   23.639000;    3.504100;  -38.864000
331.2;   16.469000;    2.280800;  -40.067000;   12.064000;   -0.502140;  -44.838000;    7.519300;   -1.340400;  -45.787000;    3.528500;   -1.537600;  -43.929000
333.6;   -4.342700;   -0.786300;  -43.729000;   -0.393710;   -1.341900;  -45.838000;    4.220500;   -1.028300;  -45.233000;    8.822300;    0.953020;  -40.725000
336.0;    1.105800;   -0.293780;  -40.573000;   -3.541800;   -1.520000;  -44.933000;   -8.192400;   -1.322500;  -45.252000;  -12.224000;   -0.041732;  -42.902000
338.4;  -19.936000;    0.686780;  -41.442000;  -15.878000;   -1.282600;  -43.998000;  -11.149000;   -2.099900;  -44.005000;   -6.308400;   -1.546900;  -40.017000
340.8;  -13.989000;   -2.801200;  -38.765000;  -18.936000;   -2.387100;  -42.404000;  -23.689000;   -1.202300;  -42.028000;  -27.631000;    1.439200;  -39.275000
343.2;  -34.536000;    2.170700;  -36.557000;  -30.846000;   -1.131700;  -39.455000;  -26.274000;   -2.751100;  -40.145000;  -21.343000;   -3.951600;  -36.944000
345.6;  -28.480000;   -5.074500;  -34.505000;  -33.261000;   -3.104000;  -37.239000;  -37.571000;   -1.024900;  -36.223000;  -41.018000;    2.898800;  -33.253000
348.0;  -47.068000;    3.554900;  -29.427000;  -43.832000;   -0.850520;  -32.435000;  -39.723000;   -3.330300;  -33.763000;  -35.113000;   -6.074800;  -31.520000
350.4;  -41.045000;   -6.975900;  -28.159000;  -45.570000;   -3.573800;  -29.845000;  -49.535000;   -0.722820;  -28.249000;  -52.525000;    4.116500;  -25.176000
352.8;  -57.253000;    4.691900;  -20.264000;  -54.770000;   -0.506620;  -23.317000;  -51.116000;   -3.709300;  -25.249000;  -46.688000;   -7.814500;  -24.192000
355.2;  -51.584000;   -8.491100;  -19.954000;  -55.662000;   -3.778800;  -20.358000;  -58.726000;   -0.319920;  -18.149000;  -60.579000;    5.176600;  -15.160000
357.6;  -62.686000;    5.606000;   -9.753900;  -61.454000;   -0.101100;  -12.527000;  -59.146000;   -3.752200;  -14.942000;  -55.627000;   -8.974700;  -15.209000
