# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 40 mm
# Rotation step angle: 2.4°
# sensor pos #1: 5 mm
# sensor pos #2: 35 mm
# sensor pos #3: 65 mm
# sensor pos #4: 90 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]; X2_magn [mT]; Y2_magn [mT]; Z2_magn [mT]; X3_magn [mT]; Y3_magn [mT]; Z3_magn [mT]; X4_magn [mT]; Y4_magn [mT]; Z4_magn [mT]
170.4;   -7.392200;    1.549700;   14.949000;   -9.747200;    1.421300;   16.081000;  -11.467000;    0.760340;   15.343000;  -10.250000;   -1.434500;   12.294000
172.8;   -7.566400;   -0.607440;   13.004000;   -8.139200;    1.115800;   16.110000;   -6.280200;    1.383900;   16.771000;   -4.125000;    1.016900;   15.504000
175.2;   -0.683640;    0.448920;   15.807000;   -2.568000;    1.309200;   17.239000;   -4.557500;    1.460100;   16.700000;   -4.655700;    0.259980;   13.539000
177.6;   -1.726800;    1.131500;   13.818000;   -0.958900;    1.821200;   16.966000;    1.111300;    1.237200;   17.398000;    2.729500;   -0.107080;   15.865000
180.0;    6.089800;   -0.674280;   15.669000;    4.787200;    1.140800;   17.309000;    2.663100;    2.109800;   17.013000;    1.244700;    1.957100;   13.877000
182.4;    4.257900;    2.800600;   13.733000;    6.310900;    2.417500;   16.738000;    8.454700;    1.052000;   16.935000;    9.440700;   -1.185800;   15.231000
184.8;   12.491000;   -1.713500;   14.562000;   11.857000;    0.936590;   16.315000;    9.751500;    2.659800;   16.290000;    7.104800;    3.550000;   13.376000
187.2;    9.946500;    4.311400;   12.802000;   13.138000;    2.902900;   15.504000;   15.217000;    0.830170;   15.443000;   15.501000;   -2.153700;   13.663000
189.6;   18.193000;   -2.604000;   12.508000;   18.277000;    0.674080;   14.295000;   16.325000;    3.068700;   14.522000;   12.598000;    4.975300;   12.027000
192.0;   15.054000;    5.613500;   11.049000;   19.183000;    3.248000;   13.289000;   21.005000;    0.606500;   12.944000;   20.580000;   -2.980000;   11.188000
194.4;   22.653000;   -3.351200;    9.607800;   23.464000;    0.444810;   11.310000;   21.819000;    3.329400;   11.823000;   17.336000;    6.093700;    9.922300
196.8;   19.247000;    6.566800;    8.622600;   23.992000;    3.429100;   10.179000;   25.470000;    0.351460;    9.567600;   24.300000;   -3.606200;    7.963000
199.2;   25.607000;   -3.853100;    6.079400;   27.098000;    0.217410;    7.576800;   25.888000;    3.420500;    8.340300;   20.940000;    6.901400;    7.169200
201.6;   22.248000;    7.171300;    5.561700;   27.297000;    3.456700;    6.342900;   28.266000;    0.108380;    5.487400;   26.478000;   -3.987900;    4.137500
204.0;   26.918000;   -4.113000;    2.109100;   28.957000;   -0.030156;    3.300500;   28.289000;    3.392800;    4.252800;   23.225000;    7.308700;    3.923200
206.4;   23.818000;    7.402100;    2.141600;   28.807000;    3.335000;    2.017100;   29.218000;   -0.111560;    0.980170;   26.917000;   -4.115900;   -0.021655
208.8;   26.511000;   -4.112200;   -2.113600;   28.972000;   -0.189970;   -1.289200;   28.870000;    3.192700;   -0.149520;   24.041000;    7.362500;    0.392230
211.2;   23.893000;    7.258300;   -1.447300;   28.483000;    3.060100;   -2.456900;   28.305000;   -0.263530;   -3.622800;   25.663000;   -4.014000;   -4.219600
213.6;   24.408000;   -3.872100;   -6.276900;   27.160000;   -0.384890;   -5.900700;   27.663000;    2.828300;   -4.663800;   23.311000;    7.051100;   -3.195600
216.0;   22.420000;    6.716500;   -4.939500;   26.388000;    2.626200;   -6.810500;   25.617000;   -0.421860;   -8.077600;   22.790000;   -3.641300;   -8.220300
218.4;   20.760000;   -3.368400;  -10.089000;   23.602000;   -0.492060;  -10.160000;   24.675000;    2.332400;   -8.884000;   21.189000;    6.278100;   -6.612000
220.8;   19.648000;    5.768800;   -8.171100;   22.654000;    2.060900;  -10.746000;   21.303000;   -0.496910;  -12.000000;   18.473000;   -3.006200;  -11.693000
223.2;   15.825000;   -2.617500;  -13.197000;   18.599000;   -0.534620;  -13.732000;   20.201000;    1.703900;  -12.500000;   17.712000;    5.158700;   -9.596800
225.6;   15.564000;    4.478000;  -10.895000;   17.466000;    1.379400;  -14.024000;   15.626000;   -0.528280;  -15.210000;   12.929000;   -2.182500;  -14.438000
228.0;    9.890100;   -1.689600;  -15.469000;   12.388000;   -0.530520;  -16.419000;   14.445000;    1.001600;  -15.327000;   13.204000;    3.696800;  -12.001000
230.4;   10.574000;    2.884600;  -12.931000;   11.162000;    0.649070;  -16.388000;    8.956900;   -0.489820;  -17.388000;    6.619500;   -1.166800;  -16.257000
232.8;    3.358800;   -0.616770;  -16.777000;    5.463800;   -0.442020;  -18.071000;    7.804100;    0.285370;  -17.152000;    7.851000;    2.054200;  -13.595000
235.2;    4.941100;    1.156100;  -14.098000;    4.238100;   -0.081313;  -17.686000;    1.802200;   -0.358380;  -18.489000;   -0.058337;   -0.059655;  -17.058000
237.6;   -3.449800;    0.506420;  -17.072000;   -1.884400;   -0.300500;  -18.611000;    0.621940;   -0.411400;  -17.935000;    1.995300;    0.299930;  -14.365000
240.0;   -0.938010;   -0.568230;  -14.403000;   -2.952500;   -0.745220;  -17.935000;   -5.518900;   -0.208270;  -18.495000;   -6.788900;    1.046700;  -16.844000
242.4;  -10.095000;    1.618000;  -16.379000;   -9.161100;   -0.110060;  -18.077000;   -6.606800;   -1.033500;  -17.645000;   -3.964800;   -1.395300;  -14.265000
244.8;   -6.802900;   -2.188800;  -13.906000;   -9.999400;   -1.301200;  -17.137000;  -12.561000;    0.010545;  -17.454000;  -13.150000;    2.099000;  -15.687000
247.2;  -16.107000;    2.593000;  -14.747000;  -15.866000;    0.122940;  -16.523000;  -13.413000;   -1.515200;  -16.363000;   -9.608700;   -2.931500;  -13.290000
249.6;  -12.254000;   -3.613300;  -12.520000;  -16.533000;   -1.715300;  -15.354000;  -18.899000;    0.236830;  -15.407000;  -18.792000;    3.027600;  -13.631000
252.0;  -21.152000;    3.411500;  -12.307000;  -21.633000;    0.363780;  -14.031000;  -19.419000;   -1.844500;  -14.130000;  -14.694000;   -4.192900;  -11.568000
254.4;  -16.940000;   -4.747400;  -10.392000;  -22.008000;   -1.968100;  -12.649000;  -24.065000;    0.488500;  -12.441000;  -23.224000;    3.754700;  -10.756000
256.8;  -24.880000;    4.034000;   -9.099800;  -26.065000;    0.620690;  -10.678000;  -24.202000;   -2.040200;  -11.027000;  -18.824000;   -5.173100;   -9.113800
259.2;  -20.479000;   -5.535300;   -7.657500;  -26.040000;   -2.085400;   -9.200700;  -27.682000;    0.724490;   -8.742800;  -26.183000;    4.225500;   -7.263900
261.6;  -27.042000;    4.406600;   -5.317200;  -28.824000;    0.784610;   -6.653400;  -27.471000;   -2.070400;   -7.205500;  -21.794000;   -5.789500;   -6.086900
264.0;  -22.722000;   -5.948600;   -4.443900;  -28.432000;   -2.012600;   -5.177800;  -29.554000;    0.959740;   -4.521900;  -27.508000;    4.500400;   -3.348200
266.4;  -27.530000;    4.528700;   -1.247400;  -29.815000;    1.059400;   -2.247000;  -28.974000;   -1.922600;   -2.973900;  -23.319000;   -5.999800;   -2.699700
268.8;  -23.531000;   -5.969900;   -0.972480;  -29.054000;   -1.793400;   -0.836490;  -29.612000;    1.164400;   -0.040132;  -27.107000;    4.517900;    0.780980
271.2;  -26.284000;    4.401000;    2.894400;  -28.947000;    1.226000;    2.278000;  -28.677000;   -1.632400;    1.409900;  -23.380000;   -5.838500;    0.828290
273.6;  -22.847000;   -5.595700;    2.603600;  -27.852000;   -1.416200;    3.586900;  -27.856000;    1.319000;    4.497400;  -25.072000;    4.230000;    4.886200
276.0;  -23.471000;    4.004100;    6.813000;  -26.315000;    1.362300;    6.648500;  -26.640000;   -1.189200;    5.719100;  -22.007000;   -5.274600;    4.309000
278.4;  -20.755000;   -4.829500;    5.991500;  -24.914000;   -0.926320;    7.773100;  -24.347000;    1.418700;    8.703900;  -21.461000;    3.725200;    8.632600
280.8;  -19.192000;    3.383900;   10.284000;  -22.060000;    1.445200;   10.573000;  -22.899000;   -0.651500;    9.626700;  -19.186000;   -4.308600;    7.492600
283.2;  -17.300000;   -3.680200;    8.959700;  -20.456000;   -0.310210;   11.367000;  -19.375000;    1.473500;   12.266000;  -16.570000;    2.990700;   11.765000
285.6;  -13.723000;    2.556000;   13.037000;  -16.422000;    1.454900;   13.776000;  -17.742000;    0.035189;   12.905000;  -15.215000;   -2.991600;   10.245000
288.0;  -12.817000;   -2.265700;   11.315000;  -14.764000;    0.389920;   14.203000;  -13.240000;    1.456000;   14.988000;  -10.688000;    2.069900;   14.069000
290.4;   -7.447200;    1.535500;   14.882000;   -9.782400;    1.418300;   16.007000;  -11.482000;    0.742420;   15.282000;  -10.227000;   -1.434500;   12.268000
292.8;   -7.558300;   -0.613790;   12.967000;   -8.152800;    1.111000;   16.075000;   -6.341400;    1.371200;   16.710000;   -4.190600;    1.018700;   15.447000
295.2;   -0.780400;    0.455270;   15.747000;   -2.654500;    1.299200;   17.163000;   -4.594100;    1.444000;   16.636000;   -4.655700;    0.231230;   13.434000
297.6;   -1.736300;    1.116200;   13.723000;   -1.008700;    1.800300;   16.891000;    1.017800;    1.240200;   17.332000;    2.632000;   -0.083926;   15.806000
300.0;    5.954200;   -0.642910;   15.622000;    4.669200;    1.126300;   17.256000;    2.593500;    2.094900;   16.944000;    1.215000;    1.936900;   13.810000
302.4;    4.211400;    2.801000;   13.647000;    6.209000;    2.410000;   16.693000;    8.317300;    1.037000;   16.893000;    9.281600;   -1.165700;   15.208000
304.8;   12.342000;   -1.697000;   14.550000;   11.731000;    0.926130;   16.297000;    9.666100;    2.646000;   16.237000;    7.037000;    3.544100;   13.299000
307.2;    9.857400;    4.300600;   12.728000;   13.028000;    2.889100;   15.476000;   15.078000;    0.821950;   15.436000;   15.329000;   -2.151100;   13.651000
309.6;   18.026000;   -2.605900;   12.526000;   18.148000;    0.682300;   14.292000;   16.221000;    3.055700;   14.509000;   12.502000;    4.950700;   11.977000
312.0;   14.932000;    5.602300;   10.998000;   19.083000;    3.246800;   13.255000;   20.895000;    0.585590;   12.955000;   20.425000;   -2.953200;   11.218000
314.4;   22.512000;   -3.330300;    9.662900;   23.354000;    0.443320;   11.342000;   21.730000;    3.332300;   11.814000;   17.208000;    6.096300;    9.865400
316.8;   19.117000;    6.565300;    8.578300;   23.912000;    3.444000;   10.172000;   25.359000;    0.346610;    9.606000;   24.180000;   -3.602500;    8.010700
319.2;   25.484000;   -3.948300;    6.114900;   27.005000;    0.199860;    7.619000;   25.806000;    3.453700;    8.337000;   20.783000;    6.899900;    7.130800
321.6;   22.095000;    7.192600;    5.545800;   27.217000;    3.463000;    6.332200;   28.189000;    0.109870;    5.533300;   26.381000;   -3.959900;    4.194100
324.0;   26.829000;   -4.074500;    2.179000;   28.898000;    0.002330;    3.346700;   28.197000;    3.412600;    4.294600;   23.048000;    7.333400;    3.916200
326.4;   23.647000;    7.429000;    2.131600;   28.734000;    3.346900;    2.052600;   29.163000;   -0.074218;    1.039700;   26.854000;   -4.098800;    0.057426
328.8;   26.463000;   -4.089800;   -2.032300;   28.953000;   -0.205280;   -1.227100;   28.804000;    3.228500;   -0.118840;   23.831000;    7.407000;    0.417730
331.2;   23.684000;    7.286300;   -1.403700;   28.426000;    3.074300;   -2.405900;   28.279000;   -0.247480;   -3.552200;   25.649000;   -3.990100;   -4.142400
333.6;   24.410000;   -3.899400;   -6.191100;   27.175000;   -0.366590;   -5.815300;   27.608000;    2.869300;   -4.597700;   23.170000;    7.064900;   -3.159000
336.0;   22.295000;    6.761300;   -4.891800;   26.368000;    2.651300;   -6.740300;   25.647000;   -0.391240;   -7.989700;   22.807000;   -3.629800;   -8.126100
338.4;   20.805000;   -3.350500;   -9.987800;   23.660000;   -0.447990;  -10.079000;   24.649000;    2.379000;   -8.798300;   21.070000;    6.299800;   -6.555100
340.8;   19.559000;    5.784100;   -8.107600;   22.651000;    2.098600;  -10.688000;   21.375000;   -0.466290;  -11.935000;   18.544000;   -2.992700;  -11.629000
343.2;   15.908000;   -2.614900;  -13.107000;   18.655000;   -0.509610;  -13.650000;   20.189000;    1.754700;  -12.418000;   17.682000;    5.163500;   -9.532900
345.6;   15.563000;    4.483200;  -10.832000;   17.479000;    1.427200;  -13.963000;   15.713000;   -0.495790;  -15.140000;   13.050000;   -2.163400;  -14.367000
348.0;   10.024000;   -1.704500;  -15.405000;   12.511000;   -0.497280;  -16.361000;   14.470000;    1.060900;  -15.248000;   13.152000;    3.745000;  -11.901000
350.4;   10.553000;    2.906300;  -12.836000;   11.200000;    0.686780;  -16.333000;    9.078200;   -0.458820;  -17.352000;    6.752900;   -1.149600;  -16.200000
352.8;    3.513900;   -0.611920;  -16.728000;    5.600900;   -0.416630;  -18.034000;    7.871900;    0.326070;  -17.085000;    7.880400;    2.067300;  -13.524000
355.2;    4.996100;    1.200200;  -14.040000;    4.335600;   -0.040238;  -17.639000;    1.938900;   -0.348300;  -18.470000;    0.098904;   -0.064509;  -17.047000
357.6;   -3.293700;    0.518370;  -17.067000;   -1.745800;   -0.277350;  -18.607000;    0.718340;   -0.394600;  -17.885000;    2.049200;    0.336900;  -14.305000
