# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 10 mm
# Rotation step angle: 1.2°
# sensor pos #1: 5 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;    8.327200;   -1.707100;  -59.225000
  1.2;   13.984000;   -2.963600;  -59.017000
  2.4;   20.497000;   -4.182800;  -58.604000
  3.6;   27.825000;   -5.410200;  -57.853000
  4.8;   35.181000;   -6.642800;  -56.652000
  6.0;   41.612000;   -7.846600;  -55.034000
  7.2;   46.663000;   -9.011300;  -53.153000
  8.4;   50.417000;  -10.091000;  -51.188000
  9.6;   53.774000;  -11.238000;  -49.159000
 10.8;   57.148000;  -12.223000;  -47.066000
 12.0;   61.228000;  -13.210000;  -44.995000
 13.2;   66.166000;  -14.143000;  -42.823000
 14.4;   71.688000;  -14.990000;  -40.443000
 15.6;   77.491000;  -15.819000;  -37.631000
 16.8;   82.850000;  -16.572000;  -34.350000
 18.0;   87.050000;  -17.257000;  -30.680000
 19.2;   89.862000;  -17.843000;  -26.804000
 20.4;   91.422000;  -18.324000;  -22.977000
 21.6;   92.178000;  -18.748000;  -19.023000
 22.8;   92.363000;  -19.082000;  -15.116000
 24.0;   92.247000;  -19.301000;  -11.380000
 25.2;   92.002000;  -19.480000;   -7.828600
 26.4;   91.781000;  -19.598000;   -4.523000
 27.6;   91.606000;  -19.650000;   -1.234500
 28.8;   91.532000;  -19.640000;    2.101000
 30.0;   91.534000;  -19.566000;    5.423100
 31.2;   91.583000;  -19.425000;    8.752400
 32.4;   91.610000;  -19.227000;   12.073000
 33.6;   91.469000;  -18.954000;   15.609000
 34.8;   90.968000;  -18.595000;   19.370000
 36.0;   89.843000;  -18.169000;   23.235000
 37.2;   87.795000;  -17.650000;   27.113000
 38.4;   84.679000;  -17.045000;   30.787000
 39.6;   80.278000;  -16.341000;   34.381000
 40.8;   74.702000;  -15.530000;   37.770000
 42.0;   68.688000;  -14.619000;   40.695000
 43.2;   63.046000;  -13.685000;   43.195000
 44.4;   58.357000;  -12.705000;   45.287000
 45.6;   54.428000;  -11.656000;   47.217000
 46.8;   51.010000;  -10.558000;   49.108000
 48.0;   47.624000;   -9.420600;   51.009000
 49.2;   43.545000;   -8.295100;   52.896000
 50.4;   38.453000;   -7.145800;   54.649000
 51.6;   31.992000;   -5.981100;   56.249000
 52.8;   24.579000;   -4.733600;   57.537000
 54.0;   17.123000;   -3.471400;   58.371000
 55.2;   10.490000;   -2.201900;   58.814000
 56.4;    5.162100;   -0.971880;   58.947000
 57.6;    0.596650;    0.290220;   58.916000
 58.8;   -3.706400;    1.584800;   58.825000
 60.0;   -8.483800;    2.886100;   58.667000
 61.2;  -14.163000;    4.142600;   58.443000
 62.4;  -20.673000;    5.364800;   58.015000
 63.6;  -27.992000;    6.589900;   57.257000
 64.8;  -35.371000;    7.827400;   56.043000
 66.0;  -41.786000;    9.032400;   54.420000
 67.2;  -46.840000;   10.196000;   52.527000
 68.4;  -50.576000;   11.272000;   50.562000
 69.6;  -53.812000;   12.349000;   48.527000
 70.8;  -57.181000;   13.385000;   46.453000
 72.0;  -61.289000;   14.432000;   44.351000
 73.2;  -66.264000;   15.364000;   42.166000
 74.4;  -71.818000;   16.216000;   39.798000
 75.6;  -77.633000;   17.028000;   37.009000
 76.8;  -83.037000;   17.779000;   33.741000
 78.0;  -87.256000;   18.444000;   30.091000
 79.2;  -90.117000;   19.007000;   26.206000
 80.4;  -91.681000;   19.475000;   22.361000
 81.6;  -92.459000;   19.878000;   18.453000
 82.8;  -92.656000;   20.194000;   14.518000
 84.0;  -92.535000;   20.445000;   10.744000
 85.2;  -92.297000;   20.624000;    7.176600
 86.4;  -92.066000;   20.716000;    3.861100
 87.6;  -91.907000;   20.754000;    0.561480
 88.8;  -91.821000;   20.738000;   -2.747700
 90.0;  -91.831000;   20.659000;   -6.082800
 91.2;  -91.905000;   20.518000;   -9.431700
 92.4;  -91.920000;   20.320000;  -12.770000
 93.6;  -91.764000;   20.055000;  -16.285000
 94.8;  -91.270000;   19.699000;  -20.090000
 96.0;  -90.110000;   19.282000;  -23.974000
 97.2;  -88.026000;   18.767000;  -27.863000
 98.4;  -84.839000;   18.193000;  -31.575000
 99.6;  -80.376000;   17.533000;  -35.144000
100.8;  -74.729000;   16.747000;  -38.527000
102.0;  -68.662000;   15.871000;  -41.465000
103.2;  -62.958000;   14.954000;  -43.949000
104.4;  -58.244000;   14.000000;  -46.036000
105.6;  -54.338000;   12.987000;  -47.929000
106.8;  -50.916000;   11.889000;  -49.804000
108.0;  -47.493000;   10.758000;  -51.685000
109.2;  -43.416000;    9.610400;  -53.551000
110.4;  -38.328000;    8.461800;  -55.283000
111.6;  -31.897000;    7.254600;  -56.851000
112.8;  -24.487000;    6.002600;  -58.122000
114.0;  -17.069000;    4.725500;  -58.945000
115.2;  -10.499000;    3.426400;  -59.366000
116.4;   -5.195300;    2.169600;  -59.505000
117.6;   -0.644050;    0.886920;  -59.462000
118.8;    3.611700;   -0.432310;  -59.370000
120.0;    8.270700;   -1.722400;  -59.307000
121.2;   13.924000;   -3.005800;  -59.093000
122.4;   20.515000;   -4.247000;  -58.678000
123.6;   27.804000;   -5.484100;  -57.934000
124.8;   35.225000;   -6.733500;  -56.749000
126.0;   41.703000;   -7.949000;  -55.148000
127.2;   46.821000;   -9.133800;  -53.229000
128.4;   50.586000;  -10.213000;  -51.268000
