# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 1 mm
# Rotation step angle: 2.3999999999999995°
# sensor pos #1: 20 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;  -19.330000;    3.990700;   59.153000
  2.4;  -31.561000;    4.675500;   57.007000
  4.8;  -41.669000;    5.277800;   53.661000
  7.2;  -49.117000;    5.798700;   49.763000
  9.6;  -56.858000;    6.301700;   45.378000
 12.0;  -65.946000;    6.680300;   40.386000
 14.4;  -75.045000;    6.909600;   34.074000
 16.8;  -81.104000;    6.980100;   26.641000
 19.2;  -83.750000;    7.043300;   19.008000
 21.6;  -84.376000;    7.005900;   11.318000
 24.0;  -84.305000;    6.898000;    4.266100
 26.4;  -84.169000;    6.664200;   -2.721900
 28.8;  -84.085000;    6.346800;   -9.729900
 31.2;  -83.579000;    5.893900;  -16.871000
 33.6;  -81.543000;    5.313300;  -24.604000
 36.0;  -76.702000;    4.672100;  -32.034000
 38.4;  -68.253000;    3.973900;  -38.974000
 40.8;  -58.540000;    3.238600;  -44.609000
 43.2;  -50.336000;    2.481000;  -49.047000
 45.6;  -42.953000;    1.634100;  -53.059000
 48.0;  -34.119000;    0.748760;  -56.585000
 50.4;  -22.354000;   -0.035011;  -59.290000
 52.8;  -10.444000;   -0.832970;  -60.676000
 55.2;   -0.850410;   -1.576400;  -61.027000
 57.6;    8.631700;   -2.402800;  -60.801000
 60.0;   19.615000;   -3.064400;  -59.895000
 62.4;   31.921000;   -3.693600;  -57.765000
 64.8;   42.145000;   -4.248900;  -54.376000
 67.2;   49.675000;   -4.825000;  -50.449000
 69.6;   57.595000;   -5.201800;  -45.983000
 72.0;   67.222000;   -5.568100;  -40.809000
 74.4;   76.418000;   -5.762700;  -34.332000
 76.8;   82.343000;   -5.853400;  -26.769000
 79.2;   84.753000;   -5.848500;  -19.068000
 81.6;   85.306000;   -5.863900;  -11.310000
 84.0;   85.109000;   -5.655100;   -4.204800
 86.4;   84.975000;   -5.433300;    2.810900
 88.8;   84.858000;   -5.077500;    9.861700
 91.2;   84.262000;   -4.639800;   17.069000
 93.6;   82.016000;   -4.060700;   24.890000
 96.0;   76.778000;   -3.408000;   32.365000
 98.4;   67.979000;   -2.716000;   39.208000
100.8;   58.052000;   -2.001700;   44.736000
103.2;   49.910000;   -1.256400;   49.061000
105.6;   42.455000;   -0.427460;   53.022000
108.0;   33.427000;    0.375730;   56.448000
110.4;   21.526000;    1.141200;   59.020000
112.8;    9.552500;    1.942200;   60.296000
115.2;    0.095605;    2.694900;   60.555000
117.6;   -9.287200;    3.455200;   60.274000
120.0;  -20.504000;    4.125800;   59.259000
122.4;  -32.754000;    4.756500;   57.026000
124.8;  -42.810000;    5.320700;   53.563000
127.2;  -50.177000;    5.821100;   49.571000
129.6;  -58.324000;    6.282600;   44.971000
132.0;  -67.602000;    6.594400;   39.842000
134.4;  -76.524000;    6.734100;   33.306000
136.8;  -82.309000;    6.866600;   25.764000
139.2;  -84.517000;    6.879700;   18.056000
141.6;  -84.952000;    6.813200;   10.363000
144.0;  -84.775000;    6.656400;    3.353700
146.4;  -84.610000;    6.440200;   -3.656800
148.8;  -84.488000;    6.093300;  -10.654000
151.2;  -83.867000;    5.654600;  -17.900000
153.6;  -81.587000;    5.098900;  -25.670000
156.0;  -76.302000;    4.488800;  -33.104000
158.4;  -67.499000;    3.816300;  -39.947000
160.8;  -57.717000;    3.141500;  -45.402000
163.2;  -49.595000;    2.398800;  -49.738000
165.6;  -42.134000;    1.555300;  -53.688000
168.0;  -33.174000;    0.759220;  -57.094000
170.4;  -21.147000;   -0.035384;  -59.674000
172.8;   -9.360900;   -0.833720;  -60.903000
175.2;    0.162680;   -1.600300;  -61.163000
177.6;    9.580300;   -2.381500;  -60.865000
180.0;   20.787000;   -3.069300;  -59.878000
182.4;   33.153000;   -3.694400;  -57.595000
184.8;   43.069000;   -4.245500;  -54.153000
187.2;   50.487000;   -4.759300;  -50.118000
189.6;   58.371000;   -5.200300;  -45.654000
192.0;   67.671000;   -5.542000;  -40.518000
194.4;   76.753000;   -5.738000;  -33.974000
196.8;   82.460000;   -5.829500;  -26.496000
199.2;   84.761000;   -5.822800;  -18.715000
201.6;   85.218000;   -5.773900;  -11.044000
204.0;   85.068000;   -5.640600;   -4.001200
206.4;   84.917000;   -5.419100;    2.988600
208.8;   84.788000;   -5.084200;    9.934200
211.2;   84.164000;   -4.645400;   17.231000
213.6;   81.892000;   -4.112600;   24.952000
216.0;   76.676000;   -3.495700;   32.356000
218.4;   67.818000;   -2.835900;   39.236000
220.8;   58.088000;   -2.153000;   44.672000
223.2;   49.865000;   -1.439000;   49.059000
225.6;   42.488000;   -0.633580;   52.961000
228.0;   33.410000;    0.173350;   56.395000
230.4;   21.368000;    0.978410;   58.951000
232.8;    9.559100;    1.751400;   60.181000
235.2;   -0.045875;    2.526500;   60.413000
237.6;   -9.399400;    3.275600;   60.105000
240.0;  -20.484000;    3.973100;   59.101000
242.4;  -32.793000;    4.603400;   56.826000
244.8;  -42.738000;    5.173600;   53.387000
247.2;  -50.180000;    5.693400;   49.367000
249.6;  -57.950000;    6.152700;   44.886000
252.0;  -67.131000;    6.514900;   39.822000
254.4;  -76.121000;    6.751600;   33.331000
256.8;  -81.802000;    6.848000;   25.895000
259.2;  -84.142000;    6.881200;   18.116000
261.6;  -84.590000;    6.838600;   10.511000
264.0;  -84.469000;    6.717300;    3.548500
266.4;  -84.298000;    6.517900;   -3.400400
268.8;  -84.171000;    6.208300;  -10.367000
271.2;  -83.569000;    5.780000;  -17.566000
273.6;  -81.327000;    5.234100;  -25.246000
276.0;  -76.180000;    4.627300;  -32.643000
278.4;  -67.405000;    3.969000;  -39.511000
280.8;  -57.743000;    3.285300;  -44.968000
283.2;  -49.608000;    2.534400;  -49.333000
285.6;  -42.212000;    1.718900;  -53.272000
288.0;  -33.232000;    0.906710;  -56.715000
290.4;  -21.347000;    0.074770;  -59.299000
292.8;   -9.577500;   -0.720210;  -60.566000
295.2;   -0.059436;   -1.495800;  -60.846000
297.6;    9.311300;   -2.294100;  -60.589000
300.0;   20.455000;   -3.014800;  -59.603000
302.4;   32.714000;   -3.669000;  -57.368000
304.8;   42.700000;   -4.274300;  -53.943000
307.2;   50.095000;   -4.801900;  -49.959000
309.6;   57.927000;   -5.295900;  -45.503000
312.0;   67.079000;   -5.650600;  -40.417000
314.4;   76.076000;   -5.879500;  -33.951000
316.8;   81.821000;   -5.993100;  -26.477000
319.2;   84.165000;   -6.006100;  -18.814000
321.6;   84.665000;   -5.956500;  -11.154000
324.0;   84.522000;   -5.832900;   -4.189000
326.4;   84.414000;   -5.621100;    2.808300
328.8;   84.265000;   -5.278000;    9.835500
331.2;   83.656000;   -4.825000;   17.030000
333.6;   81.374000;   -4.250000;   24.752000
336.0;   76.215000;   -3.605100;   32.132000
338.4;   67.526000;   -2.919600;   38.951000
340.8;   57.800000;   -2.199300;   44.460000
343.2;   49.715000;   -1.470700;   48.794000
345.6;   42.297000;   -0.624240;   52.736000
348.0;   33.290000;    0.204710;   56.163000
350.4;   21.383000;    1.019900;   58.742000
352.8;    9.540000;    1.824500;   59.988000
355.2;    0.010937;    2.587000;   60.265000
357.6;   -9.379600;    3.358500;   59.961000
360.0;  -20.424000;    4.057500;   58.958000
