# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 1 mm
# Rotation step angle: 3.5999999999999996°
# sensor pos #1: 0 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;    3.325100;    0.050872;   38.110000
  3.6;   -7.438100;    3.705400;   37.999000
  7.2;  -18.330000;    7.210900;   36.616000
 10.8;  -28.497000;   10.450000;   33.909000
 14.4;  -37.594000;   13.388000;   30.017000
 18.0;  -45.705000;   15.839000;   25.171000
 21.6;  -52.535000;   17.787000;   19.143000
 25.2;  -56.755000;   19.064000;   12.388000
 28.8;  -58.626000;   19.696000;    5.359600
 32.4;  -58.938000;   19.741000;   -1.755500
 36.0;  -57.789000;   19.128000;   -8.757200
 39.6;  -54.608000;   17.896000;  -15.855000
 43.2;  -48.776000;   16.009000;  -22.463000
 46.8;  -40.987000;   13.539000;  -28.092000
 50.4;  -32.193000;   10.559000;  -32.678000
 54.0;  -22.514000;    7.271000;  -36.143000
 57.6;  -11.558000;    3.692700;  -38.403000
 61.2;   -0.546190;    0.018760;  -39.270000
 64.8;   10.442000;   -3.616700;  -38.893000
 68.4;   21.685000;   -7.148700;  -37.131000
 72.0;   31.695000;  -10.362000;  -34.062000
 75.6;   40.724000;  -13.223000;  -29.830000
 79.2;   48.880000;  -15.598000;  -24.517000
 82.8;   55.101000;  -17.377000;  -18.148000
 86.4;   58.597000;  -18.497000;  -11.024000
 90.0;   59.863000;  -18.945000;   -3.930300
 93.6;   59.673000;  -18.750000;    3.264700
 97.2;   57.976000;  -17.950000;   10.377000
100.8;   54.034000;  -16.483000;   17.389000
104.4;   47.339000;  -14.304000;   23.895000
108.0;   39.173000;  -11.620000;   29.239000
111.6;   30.134000;   -8.465000;   33.553000
115.2;   19.821000;   -5.058400;   36.765000
118.8;    8.535000;   -1.330700;   38.665000
122.4;   -2.916200;    2.469400;   39.161000
126.0;  -14.239000;    6.134800;   38.372000
129.6;  -25.521000;    9.666400;   36.122000
133.2;  -35.326000;   12.841000;   32.595000
136.8;  -44.220000;   15.590000;   27.986000
140.4;  -52.271000;   17.853000;   22.100000
144.0;  -57.725000;   19.427000;   15.340000
147.6;  -60.442000;   20.332000;    7.945300
151.2;  -61.177000;   20.568000;    0.650910
154.8;  -60.511000;   20.168000;   -6.610900
158.4;  -57.958000;   19.110000;  -14.045000
162.0;  -52.798000;   17.392000;  -21.016000
165.6;  -44.927000;   14.955000;  -27.254000
169.2;  -36.086000;   12.022000;  -32.235000
172.8;  -26.447000;    8.697800;  -36.103000
176.4;  -15.217000;    5.010800;  -38.833000
180.0;   -3.855200;    1.243200;  -40.078000
183.6;    7.550100;   -2.600300;  -40.009000
187.2;   19.109000;   -6.270100;  -38.602000
190.8;   29.880000;   -9.696500;  -35.762000
194.4;   39.427000;  -12.791000;  -31.672000
198.0;   48.024000;  -15.350000;  -26.561000
201.6;   55.208000;  -17.363000;  -20.122000
205.2;   59.385000;  -18.653000;  -12.977000
208.8;   61.062000;  -19.268000;   -5.639000
212.4;   61.119000;  -19.229000;    1.749900
216.0;   59.709000;  -18.553000;    8.984800
219.6;   56.047000;  -17.197000;   16.317000
223.2;   49.589000;  -15.201000;   23.035000
226.8;   41.200000;  -12.583000;   28.656000
230.4;   31.936000;   -9.471300;   33.163000
234.0;   21.841000;   -6.064400;   36.495000
237.6;   10.408000;   -2.355000;   38.566000
241.2;   -0.836480;    1.387700;   39.200000
244.8;  -12.077000;    5.064200;   38.557000
248.4;  -23.424000;    8.659000;   36.510000
252.0;  -33.346000;   11.867000;   33.169000
255.6;  -42.280000;   14.721000;   28.661000
259.2;  -50.248000;   17.044000;   23.102000
262.8;  -56.039000;   18.738000;   16.525000
266.4;  -59.102000;   19.790000;    9.271900
270.0;  -59.992000;   20.148000;    2.115800
273.6;  -59.484000;   19.894000;   -5.098800
