# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 1 mm
# Rotation step angle: 1.2°
# sensor pos #1: 15 mm
# sensor pos #2: 40 mm
# sensor pos #3: 65 mm
# sensor pos #4: 85 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]; X2_magn [mT]; Y2_magn [mT]; Z2_magn [mT]; X3_magn [mT]; Y3_magn [mT]; Z3_magn [mT]; X4_magn [mT]; Y4_magn [mT]; Z4_magn [mT]
 46.8;  -22.531000;   -3.025200;    6.247200;  -23.564000;   -0.738500;    7.381700;  -22.565000;    1.898500;    8.999600;  -19.824000;    4.594500;    8.324800
 48.0;  -20.307000;    4.593700;    7.620800;  -23.049000;    1.832800;    8.208000;  -23.765000;   -0.735890;    7.127500;  -22.650000;   -3.084200;    5.333000
 49.2;  -22.747000;   -3.139500;    4.499700;  -24.035000;   -0.878900;    5.542100;  -23.435000;    1.742800;    7.391300;  -20.715000;    4.559400;    6.924200
 50.4;  -21.043000;    4.539200;    6.191800;  -23.701000;    1.686000;    6.552100;  -24.157000;   -0.861730;    5.640400;  -22.792000;   -3.148100;    3.711800
 51.6;  -22.710000;   -3.174200;    2.840800;  -24.134000;   -1.018600;    3.732900;  -23.906000;    1.601200;    5.692500;  -21.284000;    4.486500;    5.446800
 52.8;  -21.429000;    4.425300;    4.635300;  -24.004000;    1.486600;    4.750600;  -24.200000;   -0.965160;    4.017400;  -22.539000;   -3.141000;    1.949100
 54.0;  -22.263000;   -3.149200;    1.041100;  -23.862000;   -1.111200;    1.865600;  -24.009000;    1.415300;    3.814900;  -21.504000;    4.340200;    3.814200
 55.2;  -21.487000;    4.252000;    2.964600;  -23.890000;    1.323800;    2.832700;  -23.880000;   -1.097300;    2.117600;  -21.944000;   -3.105500;    0.132810
 56.4;  -21.512000;   -3.089100;   -0.759250;  -23.237000;   -1.185500;   -0.050848;  -23.701000;    1.236100;    1.912900;  -21.396000;    4.145200;    2.158300
 57.6;  -21.223000;    4.020900;    1.298000;  -23.439000;    1.155000;    0.937300;  -23.161000;   -1.170900;    0.082924;  -21.005000;   -3.028600;   -1.661300
 58.8;  -20.374000;   -2.980000;   -2.578900;  -22.202000;   -1.247500;   -2.031600;  -23.051000;    1.028100;   -0.070064;  -20.946000;    3.915600;    0.412550
 60.0;  -20.585000;    3.753500;   -0.455120;  -22.562000;    0.918660;   -1.068600;  -21.866000;   -1.246700;   -2.369000;  -19.603000;   -2.876600;   -3.516400
 61.2;  -18.821000;   -2.783600;   -4.390000;  -20.762000;   -1.248600;   -4.004900;  -22.011000;    0.832030;   -2.040100;  -20.160000;    3.596700;   -1.320600
 62.4;  -19.677000;    3.426800;   -2.152000;  -21.387000;    0.660270;   -3.014200;  -20.613000;   -1.290800;   -3.925500;  -18.012000;   -2.684700;   -5.227000
 63.6;  -17.118000;   -2.569300;   -6.051800;  -19.110000;   -1.256000;   -5.807500;  -20.632000;    0.647950;   -3.927300;  -19.083000;    3.245000;   -2.989800
 64.8;  -18.404000;    3.041500;   -3.843100;  -19.809000;    0.532940;   -4.877800;  -18.893000;   -1.293400;   -5.717400;  -16.133000;   -2.442300;   -6.865900
 66.0;  -15.035000;   -2.301900;   -7.660400;  -17.020000;   -1.229500;   -7.588400;  -18.897000;    0.411210;   -5.800900;  -17.640000;    2.825300;   -4.667100
 67.2;  -16.824000;    2.549300;   -5.466800;  -17.926000;    0.314500;   -6.686700;  -16.746000;   -1.263100;   -7.568400;  -13.927000;   -2.136900;   -8.413900
 68.4;  -12.791000;   -1.981600;   -9.103900;  -14.756000;   -1.174600;   -9.177800;  -16.908000;    0.202100;   -7.514100;  -15.988000;    2.323000;   -6.217400
 69.6;  -15.079000;    2.147500;   -6.952800;  -15.793000;    0.101280;   -8.331100;  -14.408000;   -1.211200;   -9.200300;  -11.594000;   -1.823200;   -9.756500
 70.8;  -10.306000;   -1.625700;  -10.401000;  -12.192000;   -1.071600;  -10.654000;  -14.610000;    0.004570;   -9.116800;  -14.047000;    1.915300;   -7.658600
 72.0;  -12.971000;    1.625900;   -8.347000;  -13.353000;   -0.087660;   -9.872100;  -11.601000;   -1.105900;  -10.838000;   -8.848900;   -1.363200;  -11.012000
 73.2;   -7.515800;   -1.159000;  -11.547000;   -9.327900;   -0.938270;  -11.979000;  -12.068000;   -0.184370;  -10.575000;  -11.874000;    1.413000;   -8.971600
 74.4;  -10.747000;    1.144900;   -9.567300;  -10.740000;   -0.277350;  -11.234000;   -8.863900;   -0.992790;  -12.087000;   -6.212400;   -0.974120;  -12.033000
 75.6;   -4.813700;   -0.762030;  -12.471000;   -6.570500;   -0.828120;  -13.042000;   -9.388800;   -0.360620;  -11.827000;   -9.581600;    0.903730;  -10.122000
 76.8;   -8.341600;    0.638980;  -10.661000;   -7.956000;   -0.439030;  -12.413000;   -6.125500;   -0.873680;  -13.089000;   -3.387500;   -0.538730;  -12.871000
 78.0;   -1.917000;   -0.309460;  -13.236000;   -3.505200;   -0.671290;  -13.954000;   -6.472600;   -0.514460;  -12.946000;   -7.040400;    0.387680;  -11.151000
 79.2;   -5.749400;    0.113980;  -11.603000;   -4.986000;   -0.596610;  -13.418000;   -3.157700;   -0.714230;  -14.006000;   -0.494140;   -0.102600;  -13.544000
 80.4;    1.001700;    0.139370;  -13.831000;   -0.456020;   -0.452480;  -14.653000;   -3.536000;   -0.738500;  -13.879000;   -4.470600;   -0.096622;  -11.990000
 81.6;   -3.151500;   -0.352780;  -12.337000;   -2.018900;   -0.714980;  -14.245000;   -0.123580;   -0.544330;  -14.738000;    2.366300;    0.333170;  -14.056000
 82.8;    3.839300;    0.579240;  -14.230000;    2.639700;   -0.280710;  -15.174000;   -0.476180;   -0.794510;  -14.591000;   -1.780300;   -0.573090;  -12.660000
 84.0;   -0.407640;   -0.793770;  -12.959000;    1.088900;   -0.808700;  -14.900000;    3.466200;   -0.276600;  -15.336000;    5.350500;    0.870870;  -14.315000
 85.2;    6.826200;    1.102800;  -14.391000;    5.761400;   -0.035757;  -15.472000;    2.630200;   -0.828490;  -15.139000;    0.957680;   -1.028300;  -13.181000
 86.4;    2.266900;   -1.228800;  -13.361000;    4.091100;   -0.857250;  -15.305000;    6.290300;   -0.114550;  -15.651000;    8.105800;    1.252500;  -14.460000
 87.6;    9.477300;    1.473900;  -14.439000;    8.702500;    0.177830;  -15.559000;    5.602000;   -0.861730;  -15.463000;    3.604400;   -1.404700;  -13.479000
 88.8;    4.956900;   -1.594700;  -13.576000;    7.115800;   -0.889730;  -15.558000;    9.036000;    0.094187;  -15.798000;   10.834000;    1.696100;  -14.354000
 90.0;   12.164000;    1.912300;  -14.224000;   11.598000;    0.409710;  -15.462000;    8.629200;   -0.877410;  -15.598000;    6.302800;   -1.753800;  -13.627000
 91.2;    7.606200;   -1.921800;  -13.626000;   10.054000;   -0.881140;  -15.571000;   12.069000;    0.343250;  -15.681000;   13.398000;    2.085500;  -14.062000
 92.4;   14.589000;    2.280800;  -13.832000;   14.287000;    0.624790;  -15.124000;   11.420000;   -0.863220;  -15.510000;    8.831100;   -2.050300;  -13.576000
 93.6;   10.044000;   -2.193300;  -13.469000;   12.750000;   -0.965530;  -15.419000;   14.703000;    0.568780;  -15.376000;   15.722000;    2.460400;  -13.557000
 94.8;   16.843000;    2.650500;  -13.226000;   16.791000;    0.876840;  -14.579000;   14.114000;   -0.807960;  -15.181000;   11.234000;   -2.276900;  -13.317000
 96.0;   12.378000;   -2.415100;  -13.087000;   15.386000;   -0.794140;  -14.947000;   17.464000;    0.838380;  -14.621000;   17.868000;    2.865600;  -12.762000
 97.2;   18.817000;    3.029900;  -12.333000;   19.057000;    1.102000;  -13.732000;   16.740000;   -0.726930;  -14.523000;   13.511000;   -2.484500;  -12.859000
 98.4;   14.541000;   -2.575300;  -12.542000;   17.687000;   -0.723940;  -14.265000;   19.431000;    1.025800;  -13.980000;   19.669000;    3.123200;  -11.921000
 99.6;   20.463000;    3.252100;  -11.416000;   20.925000;    1.292400;  -12.804000;   18.736000;   -0.652990;  -13.873000;   15.538000;   -2.632000;  -12.195000
100.8;   16.471000;   -2.709000;  -11.768000;   19.734000;   -0.619010;  -13.381000;   21.296000;    1.245000;  -13.012000;   21.184000;    3.382000;  -10.819000
102.0;   21.819000;    3.503000;  -10.196000;   22.559000;    1.502300;  -11.590000;   20.667000;   -0.534250;  -12.848000;   17.322000;   -2.732900;  -11.314000
103.2;   18.115000;   -2.770900;  -10.812000;   21.479000;   -0.497280;  -12.246000;   22.861000;    1.445900;  -11.773000;   22.377000;    3.589200;   -9.548800
104.4;   22.819000;    3.670300;   -8.875500;   23.787000;    1.688200;  -10.250000;   22.219000;   -0.404680;  -11.672000;   18.844000;   -2.859800;  -10.308000
105.6;   19.469000;   -2.773900;   -9.701000;   22.853000;   -0.334480;  -10.993000;   23.984000;    1.628500;  -10.514000;   23.201000;    3.739400;   -8.177400
106.8;   23.478000;    3.807700;   -7.415000;   24.657000;    1.849600;   -8.678100;   23.426000;   -0.265400;  -10.265000;   20.043000;   -2.776200;   -9.093900
108.0;   20.510000;   -2.752300;   -8.404300;   23.912000;   -0.201180;   -9.480800;   24.849000;    1.835000;   -8.633100;   23.562000;    3.891300;   -6.487900
109.2;   23.655000;    3.940200;   -5.676400;   25.146000;    2.011200;   -6.986700;   24.295000;   -0.099236;   -8.702500;   20.920000;   -2.699200;   -7.719200
110.4;   21.230000;   -2.646200;   -7.002600;   24.587000;   -0.017834;   -7.887000;   25.271000;    1.976100;   -7.131600;   23.693000;    3.945100;   -4.916600
111.6;   23.661000;    3.967100;   -4.070000;   25.251000;    2.122500;   -5.244400;   24.756000;    0.063942;   -7.016300;   21.472000;   -2.576800;   -6.261000
112.8;   21.640000;   -2.515200;   -5.470100;   24.851000;    0.142730;   -6.111700;   25.301000;    2.097900;   -5.386300;   23.490000;    3.940600;   -3.250000
114.0;   23.231000;    3.916000;   -2.338700;   24.937000;    2.237200;   -3.325000;   24.845000;    0.261470;   -5.203300;   21.680000;   -2.418100;   -4.657900
115.2;   21.669000;   -2.327300;   -3.813100;   24.750000;    0.362290;   -4.245500;   24.974000;    2.209500;   -3.541900;   22.863000;    3.909300;   -1.454700
116.4;   22.426000;    3.850300;   -0.585940;   24.294000;    2.307700;   -1.418100;   24.553000;    0.435850;   -3.327600;   21.556000;   -2.204100;   -3.020800
117.6;   21.374000;   -2.080900;   -2.172000;   24.283000;    0.551610;   -2.374500;   24.220000;    2.321900;   -1.427000;   21.952000;    3.815900;    0.286910
118.8;   21.323000;    3.742300;    1.214500;   23.268000;    2.370500;    0.483140;   23.885000;    0.665870;   -1.392300;   21.117000;   -1.922600;   -1.324600
120.0;   20.737000;   -1.801600;   -0.433690;   23.401000;    0.752120;   -0.412630;   22.954000;    2.376400;    0.785420;   20.473000;    3.636300;    2.172700
121.2;   19.686000;    3.528400;    3.042200;   21.796000;    2.399200;    2.495300;   22.836000;    0.860410;    0.557780;   20.319000;   -1.605900;    0.404050
122.4;   19.814000;   -1.437900;    1.239200;   22.202000;    0.956750;    1.509000;   21.695000;    2.401100;    2.392200;   18.878000;    3.426400;    3.844100
123.6;   17.968000;    3.308400;    4.676700;   20.086000;    2.386100;    4.295700;   21.466000;    1.053100;    2.438400;   19.243000;   -1.258300;    2.069200
124.8;   18.554000;   -1.055900;    2.925800;   20.633000;    1.158400;    3.399200;   19.943000;    2.417100;    4.210300;   17.043000;    3.199000;    5.466400
126.0;   15.973000;    3.053400;    6.243900;   18.058000;    2.350300;    6.048000;   19.724000;    1.257700;    4.302300;   17.804000;   -0.857990;    3.735500
127.2;   16.991000;   -0.625730;    4.530700;   18.753000;    1.385800;    5.195100;   17.847000;    2.386500;    5.961900;   14.809000;    2.882000;    6.995200
128.4;   13.668000;    2.730800;    7.674800;   15.762000;    2.298000;    7.647000;   17.710000;    1.478000;    6.035100;   16.136000;   -0.402440;    5.284600
129.6;   15.205000;   -0.174290;    6.014800;   16.637000;    1.585600;    6.837400;   15.421000;    2.328600;    7.703600;   12.505000;    2.579900;    8.335100
130.8;   11.213000;    2.389100;    8.974800;   13.226000;    2.214000;    9.113800;   15.430000;    1.676300;    7.637800;   14.193000;    0.060581;    6.739500
132.0;   13.120000;    0.302550;    7.437900;   14.173000;    1.781200;    8.406100;   12.747000;    2.237900;    9.232400;    9.708300;    2.093400;    9.596000
133.2;    8.339600;    1.876800;   10.137000;   10.319000;    2.063500;   10.459000;   12.862000;    1.869000;    9.113800;   12.004000;    0.554220;    8.074200
134.4;   10.900000;    0.767810;    8.662600;   11.574000;    1.945900;    9.767500;    9.949100;    2.121400;   10.538000;    7.040300;    1.701300;   10.613000
135.6;    5.660300;    1.475400;   11.052000;    7.651300;    1.956700;   11.500000;   10.203000;    2.013900;   10.392000;    9.712300;    1.031100;    9.228300
136.8;    8.477800;    1.293900;    9.778900;    8.771400;    2.103800;   10.982000;    7.065900;    1.995900;   11.640000;    4.281700;    1.301400;   11.491000
138.0;    2.820400;    1.072100;   11.864000;    4.552600;    1.780500;   12.472000;    7.288400;    2.167300;   11.547000;    7.199300;    1.524300;   10.277000
139.2;    5.897800;    1.759200;   10.738000;    5.804700;    2.236000;   12.038000;    4.102100;    1.830900;   12.582000;    1.409200;    0.880580;   12.203000
140.4;   -0.018019;    0.650560;   12.480000;    1.539400;    1.605000;   13.203000;    4.353900;    2.290500;   12.504000;    4.629600;    1.991500;   11.130000
141.6;    3.314500;    2.230800;   11.502000;    2.859200;    2.339100;   12.891000;    1.024800;    1.638200;   13.332000;   -1.462500;    0.420170;   12.699000
142.8;   -2.902600;    0.199490;   12.880000;   -1.568100;    1.389900;   13.737000;    1.298200;    2.302500;   13.259000;    1.953500;    2.433600;   11.839000
144.0;    0.577960;    2.630300;   12.133000;   -0.251860;    2.395800;   13.576000;   -2.445900;    1.396600;   13.917000;   -4.473200;   -0.127240;   12.977000
145.2;   -5.907400;   -0.366220;   13.056000;   -4.712200;    1.152000;   14.074000;   -1.784000;    2.426800;   13.860000;   -0.778570;    2.833900;   12.376000
146.4;   -2.102800;    3.035100;   12.561000;   -3.265100;    2.458200;   14.045000;   -4.993300;    1.237200;   14.263000;   -7.209000;   -0.495040;   13.137000
147.6;   -8.525600;   -0.730290;   13.129000;   -7.679200;    0.926880;   14.182000;   -4.759100;    2.466400;   14.225000;   -3.409500;    3.192300;   12.717000
148.8;   -4.761600;    3.359200;   12.810000;   -6.279800;    2.481700;   14.316000;   -8.093800;    0.995960;   14.416000;   -9.884700;   -0.909900;   13.075000
150.0;  -11.201000;   -1.132800;   12.953000;  -10.542000;    0.700970;   14.104000;   -7.784100;    2.379800;   14.379000;   -6.089200;    3.513800;   12.848000
151.2;   -7.385700;    3.674400;   12.860000;   -9.212800;    2.479900;   14.344000;  -10.867000;    0.774160;   14.355000;  -12.471000;   -1.335200;   12.780000
152.4;  -13.640000;   -1.536500;   12.561000;  -13.190000;    0.475810;   13.784000;  -10.569000;    2.441800;   14.287000;   -8.619400;    3.815200;   12.801000
153.6;   -9.809200;    3.948500;   12.693000;  -11.912000;    2.442500;   14.136000;  -13.499000;    0.564300;   14.072000;  -14.763000;   -1.678400;   12.294000
154.8;  -15.878000;   -1.868000;   11.974000;  -15.700000;    0.210690;   13.217000;  -13.237000;    2.407100;   13.963000;  -11.025000;    4.069800;   12.544000
156.0;  -12.196000;    4.139300;   12.323000;  -14.498000;    2.382400;   13.695000;  -16.352000;    0.256620;   13.239000;  -16.884000;   -2.120100;   11.456000
157.2;  -17.815000;   -2.279500;   11.022000;  -17.929000;    0.005317;   12.383000;  -15.702000;    2.333500;   13.393000;  -13.291000;    4.259900;   12.072000
158.4;  -14.315000;    4.365200;   11.767000;  -16.781000;    2.315200;   13.013000;  -18.372000;    0.043404;   12.514000;  -18.654000;   -2.340400;   10.630000
159.6;  -19.433000;   -2.495700;   10.098000;  -19.811000;   -0.191470;   11.433000;  -17.834000;    2.262500;   12.613000;  -15.308000;    4.429800;   11.402000
160.8;  -16.231000;    4.488000;   10.983000;  -18.838000;    2.231900;   12.106000;  -20.042000;   -0.128730;   11.701000;  -20.138000;   -2.601800;    9.531400
162.0;  -20.781000;   -2.716800;    8.903100;  -21.425000;   -0.394970;   10.201000;  -19.762000;    2.138200;   11.586000;  -17.100000;    4.522000;   10.534000
163.2;  -17.900000;    4.570600;   10.024000;  -20.577000;    2.100100;   10.957000;  -21.673000;   -0.334110;   10.367000;  -21.326000;   -2.774700;    8.252400
164.4;  -21.756000;   -2.884800;    7.575000;  -22.644000;   -0.573090;    8.823700;  -21.285000;    2.016100;   10.356000;  -18.591000;    4.557500;    9.507000
165.6;  -19.218000;    4.589600;    8.915000;  -21.923000;    1.970200;    9.674400;  -22.862000;   -0.541350;    8.846200;  -22.106000;   -2.952000;    6.841400
166.8;  -22.385000;   -3.013300;    6.060600;  -23.488000;   -0.727300;    7.280800;  -22.501000;    1.866000;    8.944900;  -19.788000;    4.592600;    8.254600
168.0;  -20.273000;    4.594500;    7.597200;  -22.973000;    1.798800;    8.141100;  -23.644000;   -0.720580;    7.095000;  -22.506000;   -3.070000;    5.153400
169.2;  -22.602000;   -3.130900;    4.310800;  -23.959000;   -0.884130;    5.471200;  -23.350000;    1.740200;    7.331500;  -20.676000;    4.566100;    6.882800
170.4;  -20.980000;    4.533200;    6.159600;  -23.607000;    1.671800;    6.495200;  -24.038000;   -0.870690;    5.410900;  -22.643000;   -3.120800;    3.578000
171.6;  -22.556000;   -3.136900;    2.727700;  -24.060000;   -1.014100;    3.754300;  -23.808000;    1.489200;    5.617500;  -21.219000;    4.468600;    5.418700
172.8;  -21.375000;    4.404000;    4.605000;  -23.889000;    1.512400;    4.705100;  -24.041000;   -0.993160;    3.641200;  -22.371000;   -3.127200;    1.826000
174.0;  -22.095000;   -3.120800;    0.901820;  -23.738000;   -1.118300;    1.794600;  -23.890000;    1.417200;    3.766100;  -21.429000;    4.339000;    3.790900
175.2;  -21.412000;    4.250900;    2.943500;  -23.793000;    1.269300;    2.809000;  -23.690000;   -1.082800;    1.921800;  -21.758000;   -3.073000;    0.045971
176.4;  -21.325000;   -3.043900;   -0.839080;  -23.106000;   -1.180200;   -0.090759;  -23.587000;    1.216300;    1.868900;  -21.322000;    4.132900;    2.132800
177.6;  -21.140000;    4.012300;    1.284300;  -23.298000;    1.126300;    0.916240;  -23.008000;   -1.191100;   -0.009460;  -20.789000;   -2.991200;   -1.740400
178.8;  -20.168000;   -2.946400;   -2.650200;  -22.077000;   -1.236600;   -2.017500;  -22.929000;    1.013900;   -0.059348;  -20.859000;    3.873000;    0.420310
180.0;  -20.516000;    3.730400;   -0.462880;  -22.446000;    0.897750;   -1.066300;  -21.671000;   -1.232100;   -2.444000;  -19.368000;   -2.816900;   -3.612800
181.2;  -18.576000;   -2.724300;   -4.481600;  -20.565000;   -1.240700;   -4.038200;  -21.882000;    0.821200;   -2.032300;  -20.076000;    3.570600;   -1.314700
