# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 

# Time[s]; Xmagn [mT]; Ymagn [mT]; Zmagn [mT];
 0.70;    0.008738;    0.103520;    2.416900
 1.70;   -0.002258;    0.099415;    2.413600
 2.70;   -0.008856;    0.086346;    2.425800
 3.70;   -0.000792;    0.087093;    2.411000
 4.70;   -0.001525;    0.082238;    2.415100
 5.70;    0.003973;    0.086719;    2.421700
 6.70;    0.005073;    0.109870;    2.406600
 7.70;   -0.004457;    0.108750;    2.418800
 8.70;    0.006172;    0.109120;    2.408400
 9.70;   -0.001892;    0.089706;    2.420600
10.70;    0.001041;    0.100910;    2.428000
11.70;   -0.001525;    0.083732;    2.419200
12.70;   -0.002624;    0.096054;    2.420600
13.70;   -0.002991;    0.104640;    2.417300
14.70;    0.006172;    0.103900;    2.410700
15.70;    0.014969;    0.099788;    2.422500
16.70;    0.002873;    0.102030;    2.421700
17.70;    0.008005;    0.097175;    2.424300
18.70;    0.002507;    0.090080;    2.421400
19.70;   -0.010688;    0.087093;    2.415100
20.70;   -0.011788;    0.094934;    2.427300
21.70;   -0.001158;    0.090453;    2.412500
22.70;    0.003240;    0.098295;    2.419500
23.70;   -0.001525;    0.096054;    2.420300
24.70;    0.007638;    0.096428;    2.412500
25.70;   -0.006290;    0.097548;    2.415800
26.70;   -0.011788;    0.092694;    2.421000
27.70;   -0.004824;    0.101280;    2.420600
28.70;   -0.001525;    0.096054;    2.419200
29.70;   -0.009222;    0.100540;    2.415500
