# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 10 mm
# Rotation step angle: 2.4°
# sensor pos #1: 15 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;   51.263000;   -4.031200;   47.177000
  2.4;   43.847000;   -2.909500;   51.064000
  4.8;   35.231000;   -1.796000;   54.459000
  7.2;   23.559000;   -0.617150;   57.164000
  9.6;   11.490000;    0.553850;   58.557000
 12.0;    1.651200;    1.708800;   58.897000
 14.4;   -7.692400;    2.894300;   58.649000
 16.8;  -18.488000;    3.987300;   57.791000
 19.2;  -30.865000;    5.030600;   55.787000
 21.6;  -41.599000;    6.073100;   52.423000
 24.0;  -49.146000;    6.968600;   48.556000
 26.4;  -56.840000;    7.799400;   44.225000
 28.8;  -65.824000;    8.489800;   39.393000
 31.2;  -75.016000;    9.052200;   33.245000
 33.6;  -81.262000;    9.440200;   26.003000
 36.0;  -83.981000;    9.700100;   18.526000
 38.4;  -84.691000;    9.834900;   10.993000
 40.8;  -84.647000;    9.845300;    4.120500
 43.2;  -84.536000;    9.700100;   -2.706700
 45.6;  -84.441000;    9.400600;   -9.539200
 48.0;  -83.950000;    9.021900;  -16.539000
 50.4;  -82.000000;    8.428600;  -24.010000
 52.8;  -77.310000;    7.732600;  -31.277000
 55.2;  -69.055000;    6.859500;  -38.083000
 57.6;  -59.365000;    5.960000;  -43.598000
 60.0;  -51.070000;    4.967100;  -47.925000
 62.4;  -43.714000;    3.855100;  -51.821000
 64.8;  -35.062000;    2.719200;  -55.258000
 67.2;  -23.282000;    1.561300;  -57.945000
 69.6;  -11.205000;    0.378350;  -59.344000
 72.0;   -1.399100;   -0.775100;  -59.698000
 74.4;    7.983700;   -1.962100;  -59.465000
 76.8;   18.930000;   -3.051000;  -58.613000
 79.2;   31.395000;   -4.083500;  -56.553000
 81.6;   41.842000;   -5.064400;  -53.272000
 84.0;   49.471000;   -5.961700;  -49.397000
 86.4;   57.285000;   -6.783900;  -45.066000
 88.8;   66.493000;   -7.449000;  -40.201000
 91.2;   75.886000;   -8.001600;  -33.961000
 93.6;   82.190000;   -8.378000;  -26.636000
 96.0;   84.978000;   -8.591600;  -19.062000
 98.4;   85.615000;   -8.719700;  -11.477000
100.8;   85.547000;   -8.723000;   -4.524100
103.2;   85.417000;   -8.589700;    2.303500
105.6;   85.332000;   -8.286100;    9.145900
108.0;   84.845000;   -7.853000;   16.182000
110.4;   82.820000;   -7.263000;   23.757000
112.8;   77.944000;   -6.578200;   31.053000
115.2;   69.474000;   -5.810500;   37.844000
117.6;   59.558000;   -4.787300;   43.348000
120.0;   51.104000;   -3.797400;   47.662000
122.4;   43.680000;   -2.663400;   51.521000
124.8;   34.888000;   -1.553600;   54.915000
127.2;   22.967000;   -0.377800;   57.552000
129.6;   10.856000;    0.770790;   58.877000
132.0;    1.113100;    1.812600;   59.148000
134.4;   -8.293200;    3.061600;   58.900000
136.8;  -19.271000;    4.139600;   58.003000
139.2;  -31.747000;    5.185600;   55.925000
141.6;  -42.094000;    6.139200;   52.593000
144.0;  -49.655000;    6.990600;   48.732000
146.4;  -57.432000;    7.807200;   44.393000
148.8;  -66.584000;    8.456600;   39.521000
151.2;  -75.933000;    8.968500;   33.282000
153.6;  -82.165000;    9.322900;   25.988000
156.0;  -84.830000;    9.567100;   18.403000
158.4;  -85.457000;    9.681400;   10.826000
160.8;  -85.366000;    9.681400;    3.855600
163.2;  -85.228000;    9.540200;   -3.002000
165.6;  -85.137000;    9.260900;   -9.835600
168.0;  -84.629000;    8.825900;  -16.850000
170.4;  -82.610000;    8.268800;  -24.414000
172.8;  -77.764000;    7.598100;  -31.740000
175.2;  -69.258000;    6.815100;  -38.554000
177.6;  -59.416000;    5.897300;  -44.047000
180.0;  -51.037000;    4.896900;  -48.350000
182.4;  -43.649000;    3.827100;  -52.211000
184.8;  -34.848000;    2.728900;  -55.600000
187.2;  -22.917000;    1.562800;  -58.255000
189.6;  -10.934000;    0.405980;  -59.580000
192.0;   -1.083200;   -0.756050;  -59.896000
194.4;    8.271100;   -1.948000;  -59.634000
