# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 1 mm
# Rotation step angle: 2.3999999999999995°
# sensor pos #1: 20 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;  -32.620000;    4.705700;   56.721000
  2.4;  -42.549000;    5.283400;   53.294000
  4.8;  -49.924000;    5.800600;   49.316000
  7.2;  -57.750000;    6.280800;   44.877000
  9.6;  -66.942000;    6.628800;   39.771000
 12.0;  -75.914000;    6.864000;   33.306000
 14.4;  -81.617000;    6.974900;   25.810000
 16.8;  -83.928000;    6.996200;   18.135000
 19.2;  -84.378000;    6.946200;   10.502000
 21.6;  -84.232000;    6.824800;    3.486000
 24.0;  -84.068000;    6.630300;   -3.535600
 26.4;  -83.930000;    6.292700;  -10.556000
 28.8;  -83.319000;    5.834200;  -17.762000
 31.2;  -81.027000;    5.250500;  -25.492000
 33.6;  -75.781000;    4.601500;  -32.906000
 36.0;  -67.032000;    3.913700;  -39.723000
 38.4;  -57.312000;    3.187100;  -45.180000
 40.8;  -49.249000;    2.419700;  -49.532000
 43.2;  -41.847000;    1.586300;  -53.462000
 45.6;  -32.770000;    0.748760;  -56.889000
 48.0;  -20.840000;   -0.095128;  -59.459000
 50.4;   -9.117500;   -0.857250;  -60.684000
 52.8;    0.290970;   -1.621600;  -60.942000
 55.2;    9.754800;   -2.393400;  -60.666000
 57.6;   20.893000;   -3.070800;  -59.651000
 60.0;   33.099000;   -3.697400;  -57.389000
 62.4;   42.935000;   -4.242200;  -53.956000
 64.8;   50.255000;   -4.739900;  -50.004000
 67.2;   58.224000;   -5.182400;  -45.545000
 69.6;   67.568000;   -5.525500;  -40.442000
 72.0;   76.678000;   -5.774600;  -33.862000
 74.4;   82.358000;   -5.856400;  -26.312000
 76.8;   84.676000;   -5.958700;  -18.612000
 79.2;   85.063000;   -5.795900;  -10.915000
 81.6;   84.913000;   -5.664100;   -3.905100
 84.0;   84.780000;   -5.422900;    3.096500
 86.4;   84.658000;   -5.084600;   10.105000
 88.8;   84.038000;   -4.630500;   17.343000
 91.2;   81.726000;   -4.056900;   25.070000
 93.6;   76.443000;   -3.428900;   32.477000
 96.0;   67.561000;   -2.700400;   39.294000
 98.4;   57.759000;   -1.994300;   44.748000
100.8;   49.601000;   -1.242600;   49.075000
103.2;   42.236000;   -0.437540;   52.990000
105.6;   33.196000;    0.386190;   56.389000
108.0;   21.161000;    1.203600;   58.958000
110.4;    9.396700;    1.950800;   60.174000
112.8;   -0.132380;    2.718800;   60.416000
115.2;   -9.510100;    3.475700;   60.128000
117.6;  -20.665000;    4.155700;   59.142000
120.0;  -32.922000;    4.761700;   56.882000
122.4;  -42.829000;    5.316200;   53.430000
124.8;  -50.189000;    5.804700;   49.437000
127.2;  -58.069000;    6.243000;   44.980000
129.6;  -67.376000;    6.563800;   39.877000
132.0;  -76.418000;    6.716100;   33.381000
134.4;  -82.103000;    6.825200;   25.879000
136.8;  -84.374000;    6.819600;   18.155000
139.2;  -84.774000;    6.667200;   10.454000
141.6;  -84.627000;    6.628000;    3.399500
144.0;  -84.462000;    6.406200;   -3.608000
146.4;  -84.324000;    6.070500;  -10.606000
148.8;  -83.719000;    5.634000;  -17.863000
151.2;  -81.442000;    5.073900;  -25.599000
153.6;  -76.196000;    4.460400;  -33.015000
156.0;  -67.403000;    3.809600;  -39.846000
158.4;  -57.684000;    3.102700;  -45.282000
160.8;  -49.518000;    2.365200;  -49.642000
163.2;  -42.132000;    1.569900;  -53.586000
165.6;  -33.076000;    0.774530;  -57.001000
168.0;  -21.021000;   -0.050320;  -59.574000
170.4;   -9.213900;   -0.845670;  -60.801000
172.8;    0.239650;   -1.606300;  -61.044000
175.2;    9.643000;   -2.387100;  -60.740000
