# *CALIBRATION************
# Voff:  -0.000557, -0.000502, 0.000355
# Oe*Vref/V:  18766.300781, 19118.269531, 18920.400390
# mV/Vref/Oe:  0.053287, 0.052306, 0.052853
# Hrel:  0.000000, 0.000000, 0.000000
# ADC Vref:  4.000000
# ADC Bits:  16
# ADC samples:  10
# ADC Speed:  4
# Linearization
# A0:  0.000000, 0.000000, 0.000000
# A1:  1.000000, 1.000000, 1.000000
# A2:  0.000000, 0.000000, 0.000000
# A3:  0.222500, 0.222500, 0.222500
# A4:  0.000000, 0.000000, 0.000000
# A5:  3.403000, 3.403000, 3.403000
# Orthogonalization
# 1.000000, 0.000000, 0.000000
# 0.000000, 1.000000, 0.000000
# 0.000000, 0.000000, 1.000000
# EEPROM Cal Valid, Valid, Valid
# EEPROM Lin Valid, Valid, Valid
# EEPROM Ortho Not Valid
# Sensor ID:   USB25103-1715507101             
# Software Version:  MDTUSBMAG3D.V9.20220510
# ************************
# 
# SENSOR_NB_SAMPLE: 10 
# SENSOR_GAIN: 1 
# SENSOR_READ_DELAY: 0.7 
# SENSOR_Oe_mT: 0.1 
# working dist: 10 mm
# Rotation step angle: 1.2°
# sensor pos #1: 5 mm
#
# angle[°]; X1_magn [mT]; Y1_magn [mT]; Z1_magn [mT]
  0.0;   -0.617290;    0.870120;  -59.602000
  1.2;    3.615000;   -0.394220;  -59.512000
  2.4;    8.359400;   -1.695900;  -59.394000
  3.6;   14.030000;   -2.965500;  -59.179000
  4.8;   20.562000;   -4.179400;  -58.769000
  6.0;   27.889000;   -5.426600;  -58.008000
  7.2;   35.279000;   -6.667800;  -56.804000
  8.4;   41.712000;   -7.885500;  -55.196000
  9.6;   46.838000;   -9.110600;  -53.315000
 10.8;   50.586000;  -10.152000;  -51.317000
 12.0;   53.845000;  -11.195000;  -49.305000
 13.2;   57.260000;  -12.253000;  -47.233000
 14.4;   61.356000;  -13.265000;  -45.134000
 15.6;   66.331000;  -14.201000;  -42.938000
 16.8;   71.823000;  -15.068000;  -40.559000
 18.0;   77.690000;  -15.900000;  -37.736000
 19.2;   83.084000;  -16.668000;  -34.434000
 20.4;   87.282000;  -17.350000;  -30.749000
 21.6;   90.115000;  -17.951000;  -26.872000
 22.8;   91.700000;  -18.452000;  -23.015000
 24.0;   92.449000;  -18.819000;  -19.078000
 25.2;   92.629000;  -19.152000;  -15.162000
 26.4;   92.507000;  -19.420000;  -11.373000
 27.6;   92.244000;  -19.603000;   -7.822300
 28.8;   92.025000;  -19.719000;   -4.496000
 30.0;   91.841000;  -19.776000;   -1.209400
 31.2;   91.756000;  -19.761000;    2.134600
 32.4;   91.756000;  -19.688000;    5.468600
 33.6;   91.806000;  -19.550000;    8.817400
 34.8;   91.814000;  -19.351000;   12.150000
 36.0;   91.694000;  -19.096000;   15.683000
 37.2;   91.174000;  -18.741000;   19.424000
 38.4;   90.054000;  -18.302000;   23.316000
 39.6;   87.967000;  -17.757000;   27.197000
 40.8;   84.851000;  -17.166000;   30.898000
 42.0;   80.484000;  -16.512000;   34.470000
 43.2;   74.859000;  -15.639000;   37.855000
 44.4;   68.837000;  -14.745000;   40.786000
 45.6;   63.207000;  -13.789000;   43.286000
 46.8;   58.476000;  -12.803000;   45.379000
 48.0;   54.512000;  -11.744000;   47.327000
 49.2;   51.072000;  -10.633000;   49.224000
 50.4;   47.693000;   -9.501600;   51.119000
 51.6;   43.551000;   -8.342900;   53.020000
 52.8;   38.457000;   -7.212600;   54.767000
 54.0;   31.982000;   -6.023700;   56.355000
 55.2;   24.518000;   -4.758900;   57.639000
 56.4;   17.082000;   -3.489700;   58.481000
 57.6;   10.448000;   -2.215700;   58.907000
 58.8;    5.098400;   -0.979350;   59.031000
 60.0;    0.499150;    0.308890;   58.989000
 61.2;   -3.808700;    1.599000;   58.894000
 62.4;   -8.564100;    2.891400;   58.752000
 63.6;  -14.250000;    4.157600;   58.533000
 64.8;  -20.764000;    5.382300;   58.099000
 66.0;  -28.102000;    6.623900;   57.337000
 67.2;  -35.496000;    7.870000;   56.118000
 68.4;  -41.922000;    9.073500;   54.492000
 69.6;  -46.963000;   10.237000;   52.585000
 70.8;  -50.706000;   11.328000;   50.611000
 72.0;  -53.954000;   12.394000;   48.567000
 73.2;  -57.360000;   13.455000;   46.479000
 74.4;  -61.353000;   14.368000;   44.377000
 75.6;  -66.473000;   15.399000;   42.205000
 76.8;  -72.033000;   16.259000;   39.821000
 78.0;  -77.838000;   17.044000;   37.031000
 79.2;  -83.280000;   17.809000;   33.729000
 80.4;  -87.485000;   18.485000;   30.067000
 81.6;  -90.320000;   19.043000;   26.165000
 82.8;  -91.877000;   19.520000;   22.329000
 84.0;  -92.613000;   19.963000;   18.413000
 85.2;  -92.798000;   20.275000;   14.462000
 86.4;  -92.684000;   20.534000;   10.663000
 87.6;  -92.447000;   20.700000;    7.095300
 88.8;  -92.227000;   20.805000;    3.792400
 90.0;  -92.062000;   20.837000;    0.509370
 91.2;  -91.976000;   20.813000;   -2.845300
 92.4;  -91.981000;   20.737000;   -6.172600
 93.6;  -92.048000;   20.587000;   -9.535900
 94.8;  -92.055000;   20.395000;  -12.883000
 96.0;  -91.913000;   20.114000;  -16.394000
 97.2;  -91.408000;   19.760000;  -20.192000
 98.4;  -90.198000;   19.328000;  -24.109000
 99.6;  -88.100000;   18.813000;  -28.009000
100.8;  -84.903000;   18.250000;  -31.717000
102.0;  -80.398000;   17.566000;  -35.290000
103.2;  -74.686000;   16.766000;  -38.684000
104.4;  -68.557000;   15.910000;  -41.622000
105.6;  -62.902000;   14.972000;  -44.096000
106.8;  -58.169000;   14.019000;  -46.181000
108.0;  -54.313000;   12.999000;  -48.061000
109.2;  -50.879000;   11.903000;  -49.946000
110.4;  -47.417000;   10.760000;  -51.834000
111.6;  -43.302000;    9.610400;  -53.696000
112.8;  -38.129000;    8.461100;  -55.426000
114.0;  -31.726000;    7.260900;  -56.986000
115.2;  -24.261000;    5.993200;  -58.220000
116.4;  -16.835000;    4.710600;  -59.042000
117.6;  -10.282000;    3.413000;  -59.463000
118.8;   -4.972000;    2.132600;  -59.580000
